Protocol,CMR,Bander,Location,Date,Year,Month,Day,Time,Old.Band.Status,Band.Status,Band.Number,Leg.Condition,Tarsus.Measurement,Band.Size,Species,Sex,Age,Replaced.Band.Number,Gorget.Color,Gorget.Count,Head.Count,Grooves,Buffy,Bill.Trait,Green.on.back,Primary.Width.P.10.Shape,Wing.Tail.Trait,Tail.Center,Tail.Middle,Tail.Outer,Tail.Measurement,Wing.Chord,Culmen,Tail,Pollen.Color..Location,Fat,CP.Breed,Head.Gorget.Molt,Body.Molt,Primaries.Molt,Secondaries.Molt,Tail.Molt,Weight,Photo.Taken,Sample.Type,Day.Recaptures,Recapture.Time.1,Recapture.Time.2,Recapture.Time.3,Recapture.Time.4,Comment
HMN,Y,GS,ML,6/17/2022,2022,6,17,6:44,R,R,810007877,1,NA,NA,BTLH,M,1,NA,R,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,17.1,NA,WN,0,NA,F,F,F,F,F,3.18,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,6:48,1,1,810053310,NA,D,E,BTLH,M,1,NA,R,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,16.9,NA,WN,0,NA,F,F,F,F,F,3.29,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,6:54,1,1,810009918,NA,E,F,ANHU,F,1,NA,R,15,NA,0,S,NA,NA,E,E,NA,NA,N,4,50,18.9,NA,WN,0,2,1,2,8,3,2,4.06,NA,NA,NA,NA,NA,NA,NA,MAYBE OLD JUVENILE?
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:01,1,1,NA,NA,NA,NA,BTLH,F,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT TAKEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNBANDED MISSING LEFT FOOT, RELASED DUE TO STRESS"
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:03,1,1,810009919,NA,E,F,BTLH,F,1,NA,MS,NA,NA,NA,NA,NA,NA,NA,P,O,NA,GGB,NA,50,20.1,NA,N,0,2,F,F,F,F,R,3.17,NA,NA,NA,NA,NA,NA,NA,SKIPPED TAIL MEASUREMENT DUE TO WEAR
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:07,R,R,810009906,1,NA,NA,BTLH,F,1,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,18,NA,N,T,2,L,F,F,F,R,3.25,NA,NA,NA,NA,NA,NA,NA,SKIPPED ID TRAITS DUE TO TAIL WEAR
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:10,R,R,810009901,1,NA,NA,BTLH,F,1,NA,MS,NA,NA,NA,NA,NA,NA,NA,R,O,4X4,GGB,5,50,17.9,NA,WN,0,2,1,F,F,F,F,3.2,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:14,R,R,810009934,1,NA,NA,BTLH,F,1,NA,R,3,NA,NA,NA,NA,NA,NA,P,O,NA,GGB,NA,49,18.8,NA,N,0,8,1,1,F,F,R,3.76,NA,NA,1,8:31,NA,NA,NA,SKIPPED TAIL MEASUREMENT DUE TO WEAR
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:18,1,1,810053311,NA,D,E,BTLH,M,1,NA,R,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,16.7,NA,N,0,NA,1,F,F,F,F,3.24,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:22,1,1,810009920,NA,F,F,ANHU,M,1,NA,R,70,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,18,NA,N,0,NA,1,2,8,2,1,4.26,NA,NA,NA,NA,NA,NA,NA,SOME PURPLE IRIDESCENT ON HEAD
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:31,1,1,810009921,NA,F,F,ANHU,M,2,NA,R,50,40,2,Y,NA,NA,E,E,NA,NA,Y,NA,51,16.9,NA,YH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESCAPED
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:36,1,1,810009947,NA,F,G,ANHU,M,2,NA,R,30,4,1,S,NA,NA,E,R,NA,NA,N,NA,49,17.9,NA,WN,0,NA,1,1,4,L,L,3.58,NA,NA,NA,NA,NA,NA,NA,"RED ON HEAD, TAIL AND WING OF A FEMALE, NO MEASURABLE WHITE AREA ON R3, WHITE EDGE"
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:44,1,1,810009922,NA,F,F,ANHU,F,1,NA,LS,NA,NA,0,N,NA,NA,E,E,NA,3X1,N,5,48,17.4,NA,YT,0,2,1,1,F,F,L,3.54,NA,NA,1,8:44,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:49,1,1,810009923,NA,F,F,ANHU,F,1,NA,R,10,NA,NA,NA,NA,NA,E,E,NA,3X1,N,5,49,17.9,NA,YN,T,2,1,1,F,F,F,3.63,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:53,1,1,810009924,NA,E,F,BTLH,F,1,NA,MS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT TAKEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESCAPED
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:56,R,R,810008897,1,NA,NA,BTLH,F,1,NA,R,2,NA,NA,NA,NA,NA,NA,P,O,4X4,GGG,4,49,18,NA,WN,0,2,F,F,F,F,M,3.39,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,7:59,R,R,810009586,1,NA,NA,BTLH,M,1,NA,R,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,17.3,NA,N,0,NA,F,F,F,F,F,2.94,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,8:02,R,R,810009936,1,NA,NA,BTLH,F,1,NA,HS,NA,NA,NA,NA,NA,NA,NA,R,O,3X2,GGB,5,49.5,18.5,NA,N,0,2,1,1,F,F,M,3.36,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,8:05,R,R,810007919,1,NA,NA,BTLH,M,1,NA,R,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,17.7,NA,N,0,NA,F,F,F,F,F,3.08,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,8:08,R,R,810009577,1,NA,NA,BTLH,M,1,NA,R,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,17,NA,N,0,NA,F,F,F,F,F,2.85,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,8:10,1,1,810009925,NA,F,F,ANHU,F,1,NA,R,10,NA,NA,NA,NA,NA,E,E,NA,3X1,N,5,49,17.8,NA,N,0,2,1,2,3,F,L,3.73,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,8:15,R,R,810008887,1,NA,NA,BTLH,F,1,NA,MS,NA,NA,NA,NA,NA,NA,NA,P,O,2X1,GGB,5,50,17.6,NA,WN,P,2,1,1,F,F,M,3.21,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,8:19,1,1,810009926,NA,F,F,ANHU,M,1,NA,R,90,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5,17.5,NA,WN,0,NA,1,2,8,1,1,4.06,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,8:22,1,1,810053312,NA,D,E,BTLH,M,1,NA,R,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,17.2,NA,N,0,NA,F,F,F,F,F,3.04,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,8:26,1,1,810053313,NA,D,E,BTLH,F,1,NA,R,1,NA,NA,NA,NA,NA,NA,P,O,4X4,GGB,5,48,17.3,NA,GXLU,0,2,1,1,F,F,L,3.11,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,8:32,R,R,810008898,1,NA,NA,BTLH,F,1,NA,MS,NA,NA,NA,NA,NA,NA,NA,P,O,3X3,GGB,5,49,18.5,NA,YN,0,2,F,F,F,F,L,3.33,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,8:37,R,R,510083932,1,NA,NA,BTLH,F,1,NA,MS,NA,NA,NA,NA,NA,NA,NA,R,W,5X4,GGR,5,50.5,18.3,NA,WN,0,5,1,1,M,F,L,3.52,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,8:41,R,R,710066887,1,NA,NA,BTLH,F,1,NA,HS,NA,NA,NA,NA,NA,NA,NA,P,W,NA,GGG,5,51,19.6,NA,N,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ESCAPED
HMN,Y,GS,ML,6/17/2022,2022,6,17,8:53,R,R,510077014,1,NA,NA,BTLH,F,1,NA,R,6,NA,NA,NA,NA,NA,NA,R,B,4X4,GGB,NA,49.5,17.5,NA,YN,T,2,L,F,F,F,M,3.45,NA,NA,NA,NA,NA,NA,NA,SKIP TAIL MEASURE DUE TO WEAR
HMN,Y,GS,ML,6/17/2022,2022,6,17,8:58,1,1,810009927,NA,F,F,ANHU,M,2,NA,R,15,0,1,S,NA,NA,E,R,NA,NA,Y,4.5,49,17.8,NA,N,0,NA,1,1,F,F,F,4.05,NA,NA,NA,NA,NA,NA,NA,"NO MEASURABLE WHITE AREA ON R3, WHITE EDGE"
HMN,Y,GS,ML,6/17/2022,2022,6,17,9:18,1,1,810009928,NA,E,F,ANHU,M,1,NA,R,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,18,NA,WN,0,NA,1,2,8,2,1,4.65,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,9:23,R,R,510082973,1,NA,NA,BTLH,F,1,NA,MS,NA,NA,NA,NA,NA,NA,NA,R,W,5X4,GGG,5,51,18.6,NA,WHGX,0,2,1,1,F,F,L,3.18,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,9:48,R,R,710067453,1,NA,NA,BTLH,F,1,NA,MS,NA,NA,NA,NA,NA,NA,NA,R,O,4X4,GGG,4.5,50,20.2,NA,WN,T,2,1,1,L,F,L,3.62,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,10:04,R,R,810009589,1,NA,NA,BTLH,M,1,NA,R,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,17.1,NA,WN,P,NA,F,F,F,F,L,3.32,NA,NA,NA,NA,NA,NA,NA,NA
HMN,Y,GS,ML,6/17/2022,2022,6,17,10:17,1,1,810009929,NA,F,F,ANHU,F,2,NA,R,10,0,2,Y,NA,NA,E,R,NA,4X1,N,4.5,51,18.5,NA,WN,0,2,1,1,F,F,L,3.81,NA,NA,NA,NA,NA,NA,NA,MISSING HALF TAIL
HMN,Y,GS,ML,6/17/2022,2022,6,17,10:24,R,R,710066827,1,NA,NA,BTLH,F,1,NA,MS,NA,NA,NA,NA,NA,NA,NA,P,O,3X3,GGG,5.5,50,17.9,NA,WN,0,2,1,2,F,F,L,3.24,NA,NA,NA,NA,NA,NA,NA,NA
