Initials-Bdr,Location,year,mo,day,time,Band Status,Band Number,Tarsus / Condition,Band Size,Species,Sex,Age,Removed band num,GorColor,GorCount (%),Head GCnt (%),Grooves,Buffy,PriWidth / P10 Shape,Wng-TailTrait,TailCent,TailMid,TailOut,TailMeas (#),WingCd,Culmen,Pollen– Color,Fat,CPBreed,Gorget/head molt,Body Molt,Primary Molt,Secondary Molt,Tail Molt,Weight,Feather collected,Photo(s) taken,Sample Collected,Day Recap #,recap time 1,recap time 2,recap time 3,recap time 4,Comment
SMW,HC,2021,9,21,11:19,1,U09204,E,F,BBLH,F,1,,NS,,,0,N,,,,,,,41,23,N,T,2,1,L,7,1,M,3.35,,,,,,,,,NC
SMW,HC,2021,9,21,11:23,1,U09205,F,F,BCHU,F,2,,LS,,,3,Y,U,R,,,R,,49,21.8,N,2,2,F,F,F,F,F,4.23,,,,,,,,,
SMW,HC,2021,9,21,11:29,1,U09206,F,F,BCHU,F,2,,LS,,,1,S,U,R,,,R,,46,20.9,N,1,2,F,F,F,F,L,3.59,,,,,,,,,
SMW,HC,2021,9,21,11:31,1,U09207,D,F,BCHU,F,1,,NS,,,0,N,U,E,,,P,,46.5,20.8,N,3,2,F,F,2,F,L,4.19,,,,,,,,,
SMW,HC,2021,10,2,6:40,1,U09208,F,F,ANHU,M,2,,R,60,20,1,,E,E,,,,,48.5,18.3,N,2,,F,F,F,F,F,4.65,,,,,,,,,ADULT TAIL
SMW,HC,2021,10,2,6:53,1,U09209,E,F,ANHU,F,2,,R,25,,1,N,E,R,,,IN,,51,19.4,N,T,2,F,F,F,3,L,4.34,,,,1,9:17,,,,
SMW,HC,2021,10,2,6:59,1,U09210,E,F,ANHU,F,1,,R,8,,0,S,E,E,,,N,,50,19.3,N,T,2,F,F,F,F,F,3.54,,,,1,10:46,,,,
SMW,HC,2021,10,2,7:08,1,U09211,E,F,ANHU,M,2,,R,45,0,1,S,E,E,,,Y,,49,20.3,N,1,,1,L,F,F,L,4.04,,,,1,9:46,,,,MISSING FEATHERS BASE BEAK
SMW,HC,2021,10,2,7:16,1,U09212,E,F,ANHU,M,1,,R,99,99,,,,,,,,,51,19.8,N,P,,F,F,F,F,F,4.13,,,,,,,,,
SMW,HC,2021,10,2,7:24,1,U09213,E,F,ANHU,F,1,,R,20,,0,S,E,E,,,N,,50,20.2,N,1,2,F,F,F,F,F,4.36,,,,,,,,,
SMW,HC,2021,10,2,7:35,1,U09214,F,F,ANHU,M,2,,R,30,5,0,N,E,E,,,Y,,49,18.3,N,0,,F,F,F,F,F,4.24,,,,,,,,,
SMW,HC,2021,10,2,7:35,4,U09215,,,BADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMW,HC,2021,10,2,7:43,1,U09216,E,F,ANHU,F,1,,R,15,0,0,N,E,E,,,N,,50,16.7,N,0,2,F,F,F,F,F,3.63,,,,1,8:32,,,,
SMW,HC,2021,10,2,7:56,1,U09217,E,F,BCHU,M,2,,LS,,,3,Y,U,E,,3X2,P,,46,19.3,N,1,,F,F,F,F,F,3.85,,,,1,11:31,,,,
SMW,HC,2021,10,2,8:12,1,U09218,D,F,ANHU,F,1,,R,12,,0,S,E,E,,,R,,49.5,18.6,N,0,2,F,F,F,F,F,3.45,,,,,,,,,
SMW,HC,2021,10,2,8:21,1,U09219,D,F,ANHU,F,2,,MS,,,1,S,E,R,,,N,,49,19.4,N,3,2,F,F,9,1,L,5.19,,,,,,,,,
SMW,HC,2021,10,2,8:37,1,U09220,E,F,BBLH,F,2,,NS,,,1,Y,,,,,,,0,0,,,,,,0,,,,,,,,,,,,ESCAPED HALFWAY THROUGH ASSESSMENT
SMW,HC,2021,10,2,8:39,1,U09221,E,F,ANHU,F,1,,R,12,,0,S,E,E,,,R,,49.5,18.8,N,3,2,F,F,F,F,F,4.75,,,,1,11:26,,,,
SMW,HC,2021,10,2,8:48,1,U09222,F,F,BCHU,F,2,,LS,,,3,Y,U,R,,5X5,R,,48.5,21.8,N,2,2,F,F,F,F,F,3.48,,,,1,10:57,,,,
SMW,HC,2021,10,2,9:00,1,U09223,F,F,ANHU,M,1,,R,99,99,,,,,,,,,48.5,19.6,N,1,,2,F,F,F,F,4.53,,,,,,,,,
SMW,HC,2021,10,2,9:07,1,U09224,F,F,ANHU,M,2,,R,70,15,1,S,E,R,,,Y,,51,18.7,N,0,,F,F,F,1,L,4.1,,,,,,,,,
SMW,HC,2021,10,2,9:22,1,U09225,F,F,ANHU,M,2,,R,25,20,0,S,,,,,Y,,49,19.6,N,P,,2,F,F,1,L,4.42,,,,,,,,,
SMW,HC,2021,10,2,9:24,1,U09226,E,F,BCHU,F,2,,LS,,,3,Y,U,R,,5X5,R,,47,21.2,N,1,2,F,F,F,F,L,3.94,,,,1,10:59,,,,
SMW,HC,2021,10,2,9:34,1,U09227,E,F,ANHU,M,2,,R,70,40,0,S,E,E,,,,,49,19.3,N,P,,F,F,F,F,F,4.23,,,,,,,,,ADULT TAIL
SMW,HC,2021,10,2,9:39,1,U09228,E,F,ANHU,M,2,,R,15,4,1,S,E,E,,,Y,,50,19.8,N,0,,F,F,F,L,L,4.13,,,,,,,,,NECTOR IN CROP
SMW,HC,2021,10,2,9:47,1,U09229,F,F,BBLH,M,2,,B,15,,3,Y,,,,,,,50,20.3,N,0,,F,F,F,F,F,3.52,,,,,,,,,
SMW,HC,2021,10,2,9:59,1,U09230,E,F,ANHU,F,1,,R,20,,0,S,E,E,,,N,,50,19.1,N,T,2,F,F,F,F,F,3.79,,,,,,,,,
SMW,HC,2021,10,2,10:11,1,U09231,E,F,ANHU,F,1,,R,20,,0,S,E,E,,,R,,49.5,20.4,N,T,2,1,F,F,F,F,3.99,,,,,,,,,
SMW,HC,2021,10,2,10:19,1,U09232,E,F,ANHU,F,1,,R,1,,0,S,E,E,,,R,,49.5,19.8,N,0,2,F,F,F,F,F,3.95,,,,,,,,,
SMW,HC,2021,10,2,10:27,1,U09233,E,F,BCHU,F,2,,LS,,,3,Y,U,R,,4X5,R,,45,22,N,1,2,F,F,F,F,L,3.48,,,,,,,,,
SMW,HC,2021,10,2,10:30,1,U09234,E,F,BBLH,M,2,,B,20,,3,Y,,,,,,,52,20.9,N,0,,1,F,F,F,F,3.52,,,,,,,,,
SMW,HC,2021,10,2,10:33,1,U09235,E,F,BCHU,F,2,,LS,,,3,Y,U,R,,,R,,47.5,19.8,N,1,2,1,2,F,F,M,3.93,,,,,,,,,
SMW,HC,2021,10,2,10:47,1,U09236,F,F,ANHU,M,2,,R,30,7,1,Y,E,E,,,,,49.5,20.6,N,P,,1,F,F,F,F,4.29,,,,,,,,,"NC, ADULT TAIL"
SMW,HC,2021,10,2,10:53,1,U09237,E,F,BBLH,M,2,,B,15,,3,Y,,,,,,,52,22,N,0,,F,F,F,F,F,3.49,,,,,,,,,
SMW,HC,2021,10,2,11:03,1,U09238,F,F,BBLH,M,2,,B,25,,3,Y,,,,,,,51.5,22.9,N,1,,1,1,F,F,F,,,,,,,,,,NECTAR IN CROP
SMW,HC,2021,10,2,11:25,1,U09239,D,F,ANHU,M,2,,R,80,80,2,S,E,E,,,Y,,50.5,19.4,N,T,,1,F,7,L,L,4.58,,,,,,,,,NC
SMW,HC,2021,4,16,8:12,1,U60109,D,D,BCHU,M,1,,V,99,,,,,,,,,,41.5,18.7,YNL,0,,L,L,L,F,F,2.73,,,,1,9:54,,,,
SMW,SWRS1,2021,4,19,6:44,1,U96175,F,F,BBLH,F,1,,,,,,,,,,,,,51,22.1,N,T,5,L,L,F,F,L,3.36,,,,2,8:32,9:41,,,
SMW,HC,2021,5,1,7:03,R,UO6084,1,,ANHU,M,1,,R,99,99,,,,,,,,,50.5,18,N,0,,F,F,M,F,L,4.12,,,,,,,,,
SMW,HC,2021,5,1,6:04,1,UO6176,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,19.5,N,T,,F,F,F,F,F,3.13,,,,,,,,,
SMW,HC,2021,9,21,7:57,R,X0000O,1,,BBLH,F,1,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,MISSING FOOT
SMW,HC,2021,5,29,5:57,R,X99999,7,,BBLH,F,1,,,,,,,,,,,,,50,21.8,N,0,8,L,L,L,F,L,3.15,,,,2,6:31,6:50,,,NO LEG
SMW,HC,2021,5,29,6:56,R,X99999,7,,BBLH,M,1,,B,99,,,,,,,,,,52,22.2,N,0,,1,L,L,L,L,3.54,,,,,,,,,"NO LEG, NECTAR IN CROP"
SMW,HC,2021,4,3,8:43,R,XXXXXX,7,,BBLH,M,1,,B,99,,,,,,,,,,50.5,21.3,N,0,,F,F,F,F,F,3.33,,,,,,,,,MISSING FOOT
SMW,HC,2021,5,15,6:58,R,XXXXXX,7,,BBLH,F,1,,,,,,,,,,,,,54.5,23.7,YU,0,2,1,L,M,L,M,3.45,,Y,,,,,,,"NO FOOT, NOT BANDED"
GS,HC,2021,7,10,6:28,1,XXXXXX,,,BBLH,M,1,,B,99,,,,,,,,,,51,21.4,N,0,,1,1,L,F,L,3.42,,,,,,,,,"UNBANDED, ONE FOOT ONLY"
GS,HC,2021,7,10,8:12,1,XXXXXX,,,BBLH,F,1,,,,,,,,,,,,,49,21.3,N,0,5,L,F,4,F,L,3.41,,,,,,,,,"UNBANDED, ONE FOOT ONLY"
SMW,HC,2021,6,12,5:59,6,,7,,BBLH,F,1,M67422,,,,,,,,,,,,51,23.1,YT,0,2,L,L,2,L,L,3.3,,,,1,7:04,,,,"NECTAR IN CROP, REMOVED BAND. BONE SHOWING"
SMW,HC,2021,10,2,9:55,6,,2,,ANHU,F,1,U07526,,,,,,,,,,,,0,0,,,,,,,,,3.84,,,,,,,,,BAND REMOVED LEG SLIGHTLY SWOLLEN
