Initials-Bdr,Location,year,mo,day,time,Band Status,Band Number,Tarsus / Condition,Band Size,Species,Sex,Age,Removed band num,GorColor,GorCount (%),Head GCnt (%),Grooves,Buffy,PriWidth / P10 Shape,Wng-TailTrait,TailCent,TailMid,TailOut,TailMeas (#),WingCd,Culmen,Pollen? Color,Fat,CPBreed,Gorget/head molt,Body Molt,Primary Molt,Secondary Molt,Tail Molt,Weight,Feather collected,Photo(s) taken,Sample Collected,Day Recap #,recap time 1,recap time 2,recap time 3,recap time 4,Comment
smw,hc,2021,5,1,8:43,R,U06107,1,,BCHU,M,1,,V,99,,,,,,,,,,42.5,19.9,yn,0,,F,F,F,F,F,2.81,,,,,,,,,
smw,hc,2021,4,16,8:44,1,U06110,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,19.1,yh,0,,F,F,F,F,F,2.8,,,,,,,,,
gs,hc,2021,7,10,9:22,R,U06110,1,,BCHU,M,1,,V,99,,,,,,,,,,41,18.1,,,,,,,,,,,,,,,,,,ESCAPED
smw,hc,2021,4,16,8:47,1,U06111,D,D,BCHU,M,1,,V,99,,,,,,,,,,41,18.7,n,P,,L,L,L,F,F,3.08,,,,,,,,,
smw,hc,2021,4,16,8:55,1,U06112,D,D,BCHU,M,1,,V,99,,,,,,,,,,41,19.1,n,P,,F,F,F,F,F,2.76,,,,,,,,,NC
smw,hc,2021,4,16,9:22,1,U06113,D,D,BCHU,M,1,,V,99,,,,,,,,,,41,19,n,0,,L,F,L,F,F,2.88,,,,,,,,,
smw,swrs1,2021,4,19,6:41,1,U06141,D,D,BCHU,M,1,,V,99,,,,,,,,,,43.5,19.7,n,1,,F,F,F,F,F,2.91,,,,,,,,,
smw,swrs1,2021,4,19,6:50,1,U06142,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,19.2,n,P,,1,L,F,F,F,3.12,,,,1,9:24,,,,
smw,swrs1,2021,4,19,6:53,1,U06143,D,D,BCHU,M,1,,V,99,,,,,,,,,,42.5,20.8,n,0,,F,F,F,F,F,2.88,,,,,,,,,
ml,swrs1,2021,4,19,7:11,1,U06144,C,D,BTLH,M,1,,R,99,,,,,,,,,,51,18.1,n,2,,F,F,F,F,F,4.18,,,,,,,,,
ml,swrs1,2021,4,19,7:14,1,U06145,C,D,BCHU,M,1,,V,99,,,,,,,,,,41.5,20.7,n,T,,F,F,F,F,F,2.92,,,,,,,,,
ml,swrs1,2021,4,19,7:29,1,U06146,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,17.5,n,0,,F,F,F,F,F,3.06,,,,,,,,,
ml,swrs1,2021,4,19,8:04,1,U06147,D,D,BCHU,M,1,,V,99,,,,,,,,,,43,19.7,n,0,,F,F,F,F,F,2.98,,,,,,,,,
smw,hc,2021,5,15,8:11,1,U06148,D,D,COHU,F,2,,LS,,,3,Y,E,R,,4X3,N,,44,17.8,ou,T,2,2,1,F,F,F,2.87,,Y,,,,,,,
smw,swrs1,2021,5,17,7:25,1,U06149,D,D,BCHU,M,1,,V,99,,,,,,,,,,42.5,18.7,wn,P,,F,F,F,F,F,2.75,,,,,,,,,
smw,swrs1,2021,5,17,7:41,1,U06150,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,18.7,ynl,P,,F,F,F,6,F,2.81,,,,,,,,,
smw,swrs1,2021,4,19,6:38,1,U06174,F,F,BTLH,F,1,,R,12,,,,,R,B,,BBB,,51,19.5,n,T,2,1,F,F,F,F,3.23,Y,,,1,8:54,,,,FEATHERS COLLECTED FROM THE TAIL
smw,hc,2021,5,1,6:39,1,U06177,F,F,ANHU,M,1,,R,99,99,,,,,,,,,49,17.9,n,0,,F,F,F,F,F,4.11,,,,1,7:10,,,,
smw,hc,2021,5,1,9:55,1,U06178,E,F,BBLH,M,1,,B,99,,,,,,,,,,52.5,21.4,yt,P,,L,L,M,L,L,3.25,,,,,,,,,
smw,hc,2021,5,29,7:46,R,U06178,1,,BBLH,M,1,,B,99,,,,,,,,,,51,21.9,n,0,,2,2,R,M,M,3.21,,,,,,,,,
smw,hc,2021,6,26,7:53,R,U06178,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,21.5,n,0,,2,1,5,L,M,3.25,,,,,,,,,
ml,swrs1,2021,5,3,6:31,1,U06179,F,F,BCHU,F,1,,LS,,,,,U,E,,,P,,47.5,21.3,wu,0,5,F,F,F,F,F,3.48,,,,,,,,,"HEALED INJURY ON BEAK, HEALED CHEST WOUND, SMALL"
ml,swrs1,2021,5,3,6:36,1,U06180,E,F,BCHU,F,1,,LS,,,,,U,E,,,P,,46,21.5,wu,0,5,F,F,F,F,F,3.52,,,,,,,,,HEALED INJURY ON CHEST CACTUS SPINE SUSPECTED
ml,swrs1,2021,5,3,8:57,1,U06181,E,F,BCHU,F,1,,NS,,,,,U,E,,,P,,47.5,21.6,n,0,7,F,F,F,F,F,3.7,,,,,,,,,
smw,hc,2021,5,15,5:48,1,U06186,F,F,ANHU,M,1,,R,99,99,,,,,,,,,49,18.8,"wuh, yl",0,,2,2,3,L,L,4.37,,Y,,,,,,,
smw,hc,2021,5,15,6:23,1,U06187,F,F,ANHU,M,1,,R,85,80,,,,,,,,,51.5,17.8,"ol, yu",0,,,1,F,F,F,3.86,,Y,,,,,,,"R HALF OF TAIL JUVENILE FEATHERS, L HALF ADULT 2ND YEAR BIRD"
smw,hc,2021,5,15,7:03,1,U06188,E,F,BBLH,M,1,,B,98,,,,,,,,,,52,22.2,n,0,,1,L,L,F,L,3.11,,Y,,,,,,,NECTAR IN CROP
smw,hc,2021,5,15,8:17,1,U06189,F,F,ANHU,M,1,,R,99,98,,,,,,,,,49.5,18.8,n,P,,2,2,5,F,F,4.76,,Y,,,,,,,
smw,hc,2021,8,8,8:36,R,U06189,1,,ANHU,M,1,,R,99,99,,,,,,,,,50,18.5,n,0,,1,F,F,F,F,4.16,,,,,,,,,
smw,swrs1,2021,5,17,7:20,1,U06190,F,F,BCHU,F,1,,NS,,,,,U,E,,,P,,46.5,21.3,yn,0,5,L,F,F,F,L,3.34,,,,,,,,,
smw,swrs1,2021,5,17,10:30,1,U06191,F,F,BCHU,F,1,,LS,,,,,U,E,,,P,,47,20.5,n,P,5,F,F,F,F,F,3.24,,,,,,,,,
smw,hc,2021,5,29,5:59,1,U06197,E,F,BBLH,F,1,,,,,,,,,,,,,49.5,22.9,n,0,5,1,L,L,L,L,2.95,,,,,,,,,
smw,hc,2021,5,29,6:11,1,U06198,E,F,BBLH,M,1,,B,99,,,,,,,,,,51.5,20.7,n,0,,1,L,L,L,L,3.18,,,,,,,,,
smw,hc,2021,5,29,6:21,1,U06199,E,F,BBLH,M,1,,B,99,,,,,,,,,,49.5,20,n,0,,1,1,M,M,M,3.05,,,,,,,,,
smw,hc,2021,6,26,6:56,R,U06199,1,,BBLH,M,1,,B,99,,,,,,,,,,50,19.9,n,1,,1,L,5,L,M,3.41,,,,,,,,,NC
smw,hc,2021,5,29,5:47,1,U06200,F,F,BBLH,F,1,,,,,,,,,,,,,50,22.4,"yt, wn",0,5,2,1,3,L,M,3.6,,,,1,6:28,,,,NECTAR IN CROP
smw,hc,2021,6,12,6:39,R,U06200,1,,BBLH,F,1,,,,,,,,,,,,,50,22.8,n,0,2,L,L,3,L,M,3.22,,,,1,9:14,,,,NECTAR IN CROP
smw,hc,2021,6,26,6:53,R,U06200,1,,BBLH,F,1,,,,,,,,,,,,,50,22,n,0,2,L,L,5,L,M,3.13,,,,,,,,,
gs,hc,2021,7,10,10:22,R,U06200,1,,BBLH,F,1,,,,,,,,,,,,,49,21.5,n,1,2,1,1,6,F,L,3.72,,,,,,,,,
smw,hc,2021,5,29,6:38,1,U06251,F,F,BCHU,F,1,,NS,,,,,U,E,,,P,,45.5,21.2,yt,T,5,F,F,F,F,L,3.4,,,,1,7:08,,,,
smw,hc,2021,5,29,6:41,1,U06252,F,F,BCHU,F,1,,MS,,,,,U,E,,,P,,45,19.9,yt,0,5,F,F,F,F,L,3.2,,,,,,,,,
smw,hc,2021,5,29,6:44,1,U06253,E,F,BCHU,F,1,,HS,,,,,U,E,,,P,,46,18.9,n,0,5,1,F,F,F,L,3.4,,,,,,,,,NECTAR IN CROP
smw,hc,2021,5,29,6:58,1,U06254,F,F,BCHU,F,1,,NS,,,,,U,E,,,P,,45.5,22.2,n,T,8,1,L,F,F,L,4.21,,,,,,,,,NECTAR IN CROP
smw,hc,2021,6,26,7:06,R,U06254,1,,BCHU,F,1,,NS,,,,,U,E,,,P,,46,22.1,n,0,7,1,1,F,F,L,3.55,,,,,,,,,
smw,hc,2021,5,29,7:05,1,U06255,F,F,BCHU,F,1,,NS,,,,,U,E,,,P,,45.5,21.2,yt,0,7,1,F,F,F,L,3.58,,,,,,,,,
smw,hc,2021,5,29,7:26,1,U06256,E,F,BBLH,M,1,,B,99,,,,,,,,,,51.5,22.7,n,0,,1,1,M,M,M,3.11,,,,1,9:12,,,,
smw,hc,2021,5,29,7:29,1,U06257,E,F,BBLH,M,1,,B,99,,,,,,,,,,50.5,20.5,n,0,,L,L,F,F,L,2.9,,,,2,8:48,9:43,,,
smw,hc,2021,6,26,6:35,R,U06257,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,21.8,n,0,,F,L,L,L,L,3.28,,,,,,,,,
smw,hc,2021,5,29,8:11,1,U06258,E,F,BBLH,M,1,,B,99,,,,,,,,,,45,20.3,n,0,,1,1,M,L,L,2.92,,,,1,9:54,,,,
smw,hc,2021,5,29,8:27,1,U06259,F,F,BBLH,F,1,,,,,,,,,,,,,48,22.2,n,T,2,1,L,2,L,M,2.84,,,,,,,,,
smw,hc,2021,5,29,8:39,1,U06260,F,F,BBLH,F,1,,,,,,,,,,,,,49.5,23.2,"yt, wn",0,5,L,L,L,L,M,3.24,,,,,,,,,
smw,hc,2021,5,29,9:26,1,U06261,F,F,BBLH,M,1,,B,99,,,,,,,,,,51,21.4,n,P,,1,L,M,L,L,3.31,,,,,,,,,NECTAR IN CROP
smw,hc,2021,6,12,7:50,R,U06261,1,,BBLH,M,1,,B,99,,,,,,,,,,50.5,21.8,n,T,,M,M,M,L,M,3.29,,,,,,,,,
smw,hc,2021,8,8,8:07,R,U06261,1,,BBLH,M,1,,B,99,,,,,,,,,,51.5,21.3,n,0,,2,2,7,L,M,3.61,,,,,,,,,
smw,hc,2021,5,29,9:38,1,U06262,E,F,ANHU,M,1,,R,99,95,,,,,,,,,48.5,19,yt,T,,2,1,3,F,F,4.35,,,,,,,,,
smw,hc,2021,5,29,10:08,1,U06263,E,F,BBLH,M,1,,B,99,,,,,,,,,,51,19.8,n,0,,1,1,F,F,F,3.56,,,,,,,,,NECTAR IN CROP
gs,hc,2021,7,10,8:23,R,U06263,1,,BBLH,M,1,,B,99,,,,,,,,,,51,19.3,n,0,,F,F,F,F,F,3.26,,,,,,,,,
smw,hc,2021,6,12,5:37,1,U06280,F,F,BCHU,F,1,,LS,,,,,U,E,,,P,,47.5,20.3,n,0,2,1,F,F,F,L,3.27,,,,,,,,,NECTAR IN CROP
smw,hc,2021,6,12,5:44,1,U06281,E,F,BCHU,F,1,,NS,,,,,U,E,,,P,,46.5,20.4,n,T,2,F,F,F,F,L,3.14,,,,1,7:03,,,,
smw,hc,2021,6,12,5:46,1,U06282,F,F,BCHU,F,1,,NS,,,,,U,E,,,P,,46,22.4,n,0,2,F,F,F,F,M,3.5,,,,1,6:40,,,,NECTAR IN CROP
smw,hc,2021,6,12,5:53,1,U06283,F,F,ANHU,F,1,,HS,,,,,E,E,,,R,,49,19.3,yt,0,2,1,L,5,L,M,3.56,,,,,,,,,NECTAR IN CROP
smw,hc,2021,6,12,6:04,1,U06284,F,F,BBLH,F,1,,,,,,,,,,,,,50.5,22.1,"wn, yt",1,2,1,L,2,L,L,3.14,,,,,,,,,
gs,hc,2021,7,10,10:59,R,U06284,1,,BBLH,F,1,,,,,,,,,,,,,49,21.7,n,0,2,L,F,5,F,L,3.09,,,,,,,,,
smw,hc,2021,6,12,6:17,1,U06285,F,F,BCHU,F,1,,MS,,,,,U,E,,,P,,45,22,wn,P,2,F,F,F,F,L,,,,,,,,,,
smw,hc,2021,6,12,6:36,1,U06286,F,F,BBLH,F,1,,,,,,,,,,,,,49.5,22.2,n,0,2,L,L,L,L,M,3.13,,,,1,7:08,,,,
smw,hc,2021,6,12,6:42,1,U06287,F,F,BBLH,M,1,,B,99,,,,,,,,,,51.5,21.8,yt,0,,1,M,M,L,L,3.27,,,,1,7:23,,,,
smw,hc,2021,6,12,6:49,1,U06288,F,F,ANHU,F,2,,R,5,,2,Y,E,R,,,R,,50,18.8,n,0,2,1,F,4,F,L,3.94,,,,,,,,,
smw,hc,2021,6,12,6:54,1,U06289,F,F,BBLH,M,1,,B,99,,,,,,,,,,51,22.2,yu,0,,2,2,1,L,M,3.12,,,,1,7:45,,,,
gs,hc,2021,7,10,6:03,R,U06289,1,,BBLH,M,1,,B,99,,,,,,,,,,51,20.8,n,0,,L,F,F,L,L,3.13,,,,,,,,,
smw,hc,2021,6,12,6:56,1,U06290,F,F,BBLH,M,1,,B,99,,,,,,,,,,51,21.2,n,0,,1,L,2,L,M,3.19,,,,1,7:30,,,,
smw,hc,2021,6,12,7:22,1,U06291,F,F,BBLH,M,1,,B,98,,,,,,,,,,52.5,21.6,n,0,,2,1,4,L,M,3.44,,,,1,9:50,,,,
smw,hc,2021,8,8,8:18,R,U06291,1,,BBLH,M,1,,B,99,,,,,,,,,,52,21.6,n,0,,1,M,6,L,R,3.36,,,,,,,,,NC
smw,hc,2021,6,12,7:51,1,U06292,F,F,BBLH,F,1,,,,,,,,,,,,,51,22.8,yt,0,2,L,L,3,L,M,3.16,,,,,,,,,
smw,hc,2021,6,12,7:59,1,U06293,D,D,BCHU,M,1,,V,99,,,,,,,,,,41.5,19.2,n,0,,F,F,F,F,F,3.03,,,,,,,,,
smw,hc,2021,6,12,8:20,1,U06294,F,F,BBLH,M,1,,B,99,,,,,,,,,,52,22.5,n,0,,1,1,L,L,L,3.18,,,,,,,,,
smw,hc,2021,6,12,8:40,1,U06295,F,F,BBLH,F,1,,,,,,,,,,,,,49.5,22.9,n,0,2,2,2,5,F,L,3.27,,,,,,,,,NECTAR IN CROP
gs,hc,2021,7,10,8:03,R,U06295,1,,BBLH,F,1,,,,,,,,,,,,,49,21.9,n,T,5,1,F,7,F,L,3.34,,,,,,,,,
smw,hc,2021,6,12,8:44,1,U06296,E,F,BBLH,F,1,,,,,,,,,,,,,51,23,yt,T,2,L,L,2,L,R,3.07,,,,1,9:35,,,,NECTAR IN CROP
smw,hc,2021,6,12,9:06,1,U06297,F,F,ANHU,M,2,,R,60,50,2,Y,E,R,,,Y,,49.5,18.2,n,1,,1,F,L,F,L,4.46,,,,,,,,,NECTAR IN CROP
smw,hc,2021,9,21,9:49,R,U06297,1,,ANHU,M,1,,R,99,99,,,,,,,,,48.5,18.3,n,T,,F,F,F,F,F,4.35,,,,,,,,,
smw,hc,2021,6,12,9:22,1,U06298,E,F,BBLH,F,1,,,,,,,,,,,,,50.5,22.9,yt,0,2,M,M,M,F,M,3.07,,,,,,,,,NECTAR IN CROP
smw,hc,2021,6,12,9:39,1,U06299,F,F,ANHU,F,1,,MS,,,,,E,E,,,,,48.5,18.9,n,0,2,2,3,8,1,4,3.78,,,,,,,,,"R3 THROUGH 5 MOLTING,  ALL SAME SIZE"
smw,hc,2021,10,2,10:35,R,U06299,1,,ANHU,F,1,,R,6,,0,S,E,E,,,N,,49.5,18.9,n,T,2,1,1,F,F,F,3.95,,,,,,,,,
smw,hc,2021,6,12,9:45,1,U06300,F,F,BBLH,M,1,,B,99,,,,,,,,,,50.5,21.6,n,0,,1,L,L,L,M,3.19,,,,,,,,,
smw,hc,2021,6,12,10:01,1,U07501,F,F,BBLH,M,1,,B,99,,,,,,,,,,50,21.3,n,0,,2,2,4,F,L,3.39,,,,,,,,,
smw,hc,2021,6,12,10:03,1,U07502,E,F,BBLH,M,1,,B,99,,,,,,,,,,52.5,21.8,n,P,,1,1,4,F,L,3.36,,,,1,10:36,,,,
smw,hc,2021,6,12,10:22,1,U07503,E,F,BCHU,F,1,,MS,,,,,U,E,,,P,,45,20.4,n,0,2,F,F,F,F,L,3,,,,,,,,,
smw,hc,2021,6,12,10:28,1,U07504,E,F,BBLH,F,1,,,,,,,,,,,,,50,22.3,n,T,2,M,M,4,L,M,3.34,,,,,,,,,NECTAR IN CROP
smw,hc,2021,6,26,5:54,1,U07517,F,F,BBLH,F,1,,,,,,,,,,,,,51.5,22.8,n,0,2,F,F,2,F,M,3.14,,,,,,,,,SPIDER WEB AROUND LEG BY FOOT
gs,hc,2021,7,10,7:01,R,U07517,1,,BBLH,F,1,,,,,,,,,,,,,51,22.5,n,0,5,L,F,4,F,M,3.69,,,,1,8:35,,,,
smw,hc,2021,6,26,6:00,1,U07518,F,F,BBLH,F,1,,,,,,,,,,,,,49,21.6,n,0,2,2,1,5,L,M,3.05,,,,,,,,,
smw,hc,2021,6,26,6:05,1,U07519,E,F,BBLH,F,1,,,,,,,,,,,,,49.5,22.5,n,0,2,L,L,5,L,M,3.26,,,,,,,,,NC
smw,hc,2021,6,26,6:09,1,U07520,E,F,BCHU,F,2,,LS,,,3,Y,U,R,,5X4,R,,46.5,20.3,n,0,2,1,F,F,F,L,3.01,,,,,,,,,
smw,hc,2021,6,26,6:15,1,U07521,E,F,BBLH,F,2,,,,,3,Y,,,,,,,51,22.2,n,0,2,F,F,F,F,F,3.07,,,,,,,,,
smw,hc,2021,6,26,6:44,1,U07522,F,F,BBLH,F,1,,,,,,,,,,,,,48,21.4,n,0,2,L,L,M,L,L,3.26,,,,,,,,,NC
smw,hc,2021,6,26,6:48,1,U07523,E,F,ANHU,M,2,,R,1,0,3,Y,E,R,,0X0,Y,6,49,18,n,0,,F,F,F,F,F,4.01,,,,2,7:55,8:30,,,NC
smw,hc,2021,6,26,7:43,1,U07524,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,3X2,P,,45,19.6,n,0,,F,F,F,F,L,3.28,,,,,,,,,
smw,hc,2021,6,26,8:09,1,U07525,F,F,BBLH,F,1,,,,,,,,,,,,,49.5,21.2,n,1,2,1,L,3,L,L,3.29,,,,,,,,,NC
smw,hc,2021,6,26,8:25,1,U07526,F,F,ANHU,F,1,,R,40,,,,E,E,,,N,,0,19.9,,,,,,,,,,,,,,,,,,ESCAPED. IN MAJOR MOLT
gs,hc,2021,7,10,7:16,R,U07526,1,,ANHU,F,1,,R,25,,,,E,E,,,N,,0,18.6,n,1,2,1,1,0,2,1,3.71,,,,,,,,,WING CHORD SKIPPED DUE TO MOLT
smw,hc,2021,6,26,8:29,1,U07527,E,F,BCHU,F,1,,MS,,,,,U,E,,,P,,46,23.2,n,1,2,L,L,L,L,L,3.74,,,,,,,,,NC
smw,hc,2021,6,26,9:30,1,U07528,E,F,BBLH,F,1,,,,,,,,,,,,,51,22.3,n,0,2,1,1,5,L,M,3.03,,,,,,,,,
smw,hc,2021,6,26,9:37,1,U07529,E,F,BBLH,M,1,,B,99,,,,,,,,,,50,21.1,n,0,,1,1,L,L,L,3.09,,,,,,,,,
smw,hc,2021,6,26,10:10,1,U07530,E,F,BCHU,F,1,,NS,,,,,U,E,,,P,,45,20.4,n,P,5,1,1,L,F,M,3.36,,,,,,,,,
smw,hc,2021,6,26,10:20,1,U07531,F,F,BBLH,F,1,,,,,,,,,,,,,50.5,21.8,n,P,2,1,1,6,F,L,3.35,,,,,,,,,
smw,hc,2021,6,26,10:33,1,U07532,E,F,BBLH,F,1,,,,,,,,,,,,,49.5,24.5,n,1,2,2,2,5,L,M,3.7,,,,,,,,,
smw,hc,2021,9,21,10:42,R,U07532,1,,BBLH,F,1,,NS,,,0,N,,,,,,,50,24.6,n,1,2,1,L,7,L,R,3.69,,,,,,,,,
gs,hc,2021,7,10,7:10,1,U07533,E,F,BCHU,F,2,,LS,,,3,Y,U,R,,4X3,R,5,48,20.5,n,0,2,1,1,F,F,L,3.27,,,,,,,,,
gs,hc,2021,7,10,7:48,1,U07534,E,F,BCHU,F,1,,NS,,,,,U,E,,,P,,45,19.7,n,1,8,1,1,L,F,L,3.88,,,,,,,,,
gs,hc,2021,7,10,8:05,1,U07535,E,F,BCHU,F,1,,NS,,,,,U,E,,,P,,48,20,n,0,9,1,1,L,F,L,3.02,,,,,,,,,
gs,hc,2021,7,10,8:14,1,U07536,E,F,BCHU,F,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,ESCAPED
gs,hc,2021,7,10,8:25,1,U07537,F,F,BBLH,M,1,,B,80,,,,,,,,,,50,21,n,0,,1,1,6,L,M,3.12,,,,,,,,,
gs,hc,2021,7,10,8:31,1,U07538,F,F,BBLH,F,2,,,,,2,Y,,,,,,,48,20.4,n,0,2,1,1,L,L,F,3.27,,,,,,,,,
gs,hc,2021,7,10,8:45,1,U07539,E,F,BBLH,F,2,,,,,2,Y,,,,,,,50,19.5,n,0,2,1,1,F,F,L,2.98,,,,,,,,,
gs,hc,2021,7,10,8:57,1,U07540,E,F,BBLH,F,2,,,,,2,Y,,,,,,,49,20.5,n,0,2,F,F,F,L,F,3.14,,,,,,,,,
gs,hc,2021,7,10,9:01,1,U07541,E,F,BCHU,F,1,,NS,,,,,U,E,,,P,,46,21.1,n,0,2,1,1,M,F,M,3.29,,,,,,,,,
gs,hc,2021,7,10,9:51,1,U07542,E,F,BCHU,F,2,,,,,3,Y,U,R,,,R,,47,20.8,n,0,2,L,L,F,F,F,3.12,,,,,,,,,
gs,hc,2021,7,10,10:13,1,U07543,E,F,BBLH,F,1,,,,,,,,,,,,,50,20.7,n,0,2,1,1,7,F,M,3.02,,,,,,,,,
gs,hc,2021,7,10,10:26,1,U07544,E,F,BBLH,F,1,,,,,,,,,,,,,49,21.7,n,0,2,1,1,5,F,L,3.29,,,,,,,,,
smw,hc,2021,9,21,7:24,R,U07544,1,,BBLH,F,1,,NS,,,0,N,,,,,,,50,23.5,n,0,2,L,L,8,1,M,2.93,,,,1,10:11,,,,
smw,hc,2021,8,21,6:27,1,U07545,F,F,BCHU,F,1,,LS,,,,,U,E,,,P,,45,19.9,wh,0,2,1,L,L,F,L,3.26,,,,,,,,,MISSING 6 TAIL FEATHERS.
smw,hc,2021,8,21,10:55,1,U07546,F,F,BCHU,F,1,,HS,,,0,N,U,E,,,P,,44,19.4,n,0,2,F,F,L,F,L,3.28,,,,,,,,,
smw,hc,2021,9,4,6:40,1,U07547,E,F,BCHU,F,2,,LS,,,3,Y,U,R,,4X6,R,,47.5,22.5,n,P,2,2,1,F,F,L,3.2,,,,,,,,,
smw,hc,2021,9,4,7:43,1,U07548,F,F,BBLH,M,2,,B,80,,2,N,,,,,,,50,20.9,n,0,,1,2,6,L,L,3.54,,,,,,,,,WING COVERT MOLT
smw,hc,2021,9,4,7:53,1,U07549,E,F,BCHU,F,2,,MS,,,2,S,U,R,,4X5,R,,46.5,20,n,0,2,1,1,F,F,L,3.16,,,,,,,,,
smw,hc,2021,9,4,8:08,1,U07550,E,F,ANHU,F,1,,R,25,,0,,E,E,,,R,,49.5,19,wuh,P,2,2,2,F,F,F,3.83,,,,,,,,,
smw,swrs1,2021,6,28,5:46,1,U07551,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,19.4,n,0,,F,F,L,F,L,2.86,,,,,,,,,
smw,swrs1,2021,6,28,10:08,1,U07552,D,D,BCHU,M,1,,V,99,,,,,,,,,,41,21.3,n,0,,F,F,L,L,L,2.72,,,,,,,,,
smw,swrs1,2021,6,28,5:39,1,U07605,G,G,BCHU,F,1,,LS,,,,,,U,E,,,P,46.5,20.9,n,P,2,1,L,L,F,L,3.23,,,,,,,,,NECTAR IN CROP
smw,swrs1,2021,6,28,5:50,1,U07606,G,G,BCHU,F,1,,LS,,,,,,U,E,,,P,46.5,20.3,n,0,9,F,F,F,F,L,3.79,,,,,,,,,
smw,swrs1,2021,6,28,5:54,1,U07607,G,G,BCHU,F,1,,NS,,,,,,U,E,,,P,47.5,20.7,n,0,2,F,F,F,F,L,3.17,,,,,,,,,
smw,swrs1,2021,6,28,6:05,1,U07608,G,G,BCHU,F,1,,NS,,,,,,U,E,,,P,46.5,21.4,n,0,8,F,F,F,F,L,3.65,,,,,,,,,
smw,swrs1,2021,6,28,6:20,1,U07609,G,G,BCHU,F,1,,NS,,,,,,U,E,,,P,46,20.9,n,0,7,L,F,F,F,L,3.61,,,,,,,,,
smw,swrs1,2021,6,28,6:29,1,U07610,G,G,BCHU,F,2,,NS,,,3,Y,,U,E,,3X3,R,46,22.2,n,P,2,F,1,F,F,L,3.14,,,,,,,,,
smw,swrs1,2021,6,28,10:30,4,U07611,,,BADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smw,swrs1,2021,6,28,6:39,1,U07612,G,G,BCHU,F,1,,NS,,,,,,U,E,,,P,46,22.7,n,1,7,L,F,L,L,L,3.52,,,,,,,,,
smw,swrs1,2021,6,28,7:45,1,U07613,G,G,BCHU,F,1,,NS,,,,,,U,E,,,P,46,21.8,n,0,5,M,F,F,F,L,3.47,,,,,,,,,TWO DARK FEATHERS ON THROAT
smw,swrs1,2021,6,28,7:49,1,U07614,G,G,BCHU,F,1,,LS,,,,,,U,E,,,P,46,21.3,n,1,5,L,F,F,F,L,3.5,,,,,,,,,
smw,swrs1,2021,6,28,9:11,1,U07615,G,G,BCHU,F,1,,NS,,,,,,U,E,,,P,46.5,21.1,n,P,7,1,F,F,F,L,4.17,,,,,,,,,"WEIGHT DOUBLE CHECKED, SURPRISINGLY HEAVY"
ml,swrs1,2021,5,31,9:53,1,U07651,K,N,BTMG,M,1,,B,99,,,,,,,,,,74.5,24.1,n,0,,1,F,F,F,F,,,,,,,,,,ESCAPED
smw,swrs1,2021,6,28,6:00,1,U07671,J,N,RIHU,F,1,,,,,,,,,,G,,,67,30.2,n,0,5,F,F,3,F,M,7.24,,,,,,,,,SPIDER WEBBING ON BEAK
smw,swrs1,2021,6,28,5:43,1,U07701,F,F,BCHU,F,1,,NS,,,,,,U,E,,,P,46.5,21.9,n,0,2,1,F,F,F,L,3.3,,,,,,,,,
smw,swrs1,2021,6,28,6:09,1,U07702,F,F,BCHU,F,1,,NS,,,,,,U,E,,,P,45.5,21.4,n,0,8,L,F,F,F,M,3.74,,,,,,,,,
smw,swrs1,2021,6,28,6:12,1,U07703,F,F,BCHU,F,1,,LS,,,,,,U,E,,,P,45,22,n,0,7,1,F,F,F,L,3.3,,,,,,,,,
smw,swrs1,2021,6,28,6:16,1,U07704,F,F,BCHU,F,1,,NS,,,,,,U,E,,,P,46,21.5,n,P,8,1,1,F,F,L,3.87,,,,1,6:52,,,,
smw,swrs1,2021,6,28,6:23,1,U07705,F,F,BCHU,F,1,,LS,,,,,,U,E,,,P,45.5,22.6,n,0,2,2,2,F,F,L,3.31,,,,,,,,,BUMP ON BEAK 10MM FROM BASE
smw,swrs1,2021,6,28,7:09,1,U07706,F,F,BCHU,F,1,,NS,,,,,,U,E,,,P,46,21.8,n,0,5,1,L,F,F,L,3.35,,,,,,,,,
smw,swrs1,2021,6,28,8:05,1,U07707,F,F,BCHU,F,1,,MS,,,,,,U,E,,,P,46.5,23.4,n,T,5,F,1,F,F,L,3.34,,,,,,,,,SPIDER WEB ON WING. MULTIPLE BUMPS ON BEAK. NECTAR IN CROP. BEAK LESION HAS A SMALL OPENING ON LUMP.
gs,hc,2021,7,10,9:56,1,U07751,F,G,BCHU,F,1,,LS,,,,,U,E,,,P,,46,21.5,n,0,2,1,1,M,L,L,3.58,,,,,,,,,
smw,hc,2021,8,8,6:30,1,U07752,F,G,BCHU,F,2,,MS,,,3,Y,U,R,,4X3,R,,47,20.3,n,0,2,2,F,F,F,L,3.24,,,,,,,,,
