Initials-Bdr,Location,year,mo,day,time,Band Status,Band Number,Tarsus / Condition,Band Size,Species,Sex,Age,Removed band num,GorColor,GorCount (%),Head GCnt (%),Grooves,Buffy,PriWidth / P10 Shape,Wng-TailTrait,TailCent,TailMid,TailOut,TailMeas (#),WingCd,Culmen,Pollen? Color,Fat,CPBreed,Gorget/head molt,Body Molt,Primary Molt,Secondary Molt,Tail Molt,Weight,Feather collected,Photo(s) taken,Sample Collected,Day Recap #,recap time 1,recap time 2,recap time 3,recap time 4,Comment
ALS,HSR,2021,6,28,6:42,1,U26125,F,F,BTLH,F,1,,MS,,,0,N,,P,W,3X4,GGG,5,51,19.1,N,T,9,F,F,F,F,F,3.7,,,,,,,,,
ALS,HSR,2021,6,28,7:06,1,U26126,F,F,BTLH,F,1,,MS,,,0,N,,P,W,6X4,GGG,6,54,18.9,N,T,5,1,1,F,F,F,3.1,,,,,,,,,
ALS,HSR,2021,6,28,7:13,1,U26127,F,F,BTLH,F,1,,MS,,,0,N,,P,W,6X5,GGG,6,52,20,N,T,5,F,F,F,F,F,3.5,,,,,,,,,
ALS,HSR,2021,6,28,7:24,1,U26128,F,F,BTLH,F,1,,MS,,,0,N,,P,W,4X5,GGG,4,48,18.9,N,T,5,F,F,F,F,F,2.3,,,,,,,,,
ALS,HSR,2021,7,10,7:56,R,U26128,,,BTLH,F,1,,LS,,,0,N,,P,W,5X3,GGG,6,51,19.1,OU,1,7,F,F,F,F,L,3.4,,,,,,,,,
ALS,HSR,2021,6,28,7:34,1,U26130,F,F,BTLH,F,1,,MS,,,0,N,,P,W,4X3,GGG,5,50,19.5,N,T,9,F,F,F,F,F,3.5,,,,,,,,,
ALS,HSR,2021,6,28,6:36,1,U26151,D,E,BTLH,M,1,,R,99,,0,,,,,,,,49,18.4,N,T,,F,F,F,F,F,3.2,,,,,,,,,
ALS,HSR,2021,6,28,6:53,1,U26152,D,E,BTLH,M,1,,R,99,,0,N,,,,,,,50,18.7,N,0,,F,F,F,F,F,,,,,1,7:24,,,,ESCAPED BEFORE WEIGHED
ALS,HSR,2021,7,24,6:57,1,U26152,D,E,BTLH,M,1,,R,99,,,,,,,,,,48,18.6,N,0,,F,1,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,6,28,7:19,1,U26153,D,E,BTLH,M,1,,R,99,,,,,,,,,,50,16.5,N,T,,F,F,F,F,F,2.9,,,,,,,,,
ALS,HSR,2021,8,7,7:13,R,U26153,,,BTLH,M,1,,R,99,,,,,,,,,,,,OUH,T,,2,2,F,F,F,3.22,,,,,,,,,
ALS,HSR,2021,6,28,8:04,1,U26154,D,E,BTLH,M,1,,R,99,,,,,,,,,,50,18.9,N,0,,F,F,F,F,F,3.1,,,,,,,,,
ALS,HSR,2021,7,10,8:37,R,U26154,D,E,BTLH,M,1,U26299,R,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCAPED
ALS,HSR,2021,6,28,8:14,1,U26155,D,E,BTLH,M,1,,R,99,,,,,,,,,,50,19.4,N,0,,F,F,F,F,F,2.9,,,,,,,,,
ALS,HSR,2021,6,28,8:54,1,U26156,D,E,BTLH,M,1,,R,99,,,,,,,,,,47,18.3,N,P,,F,F,F,F,F,3.1,,,,,,,,,
ALS,HSR,2021,6,28,10:14,1,U26158,D,E,BTLH,M,1,,R,99,,,,,,,,,,51,18.3,N,T,,F,F,F,F,F,3.1,,,,,,,,,
ALS,HSR,2021,6,28,7:37,1,U26161,F,F,BTLH,F,1,,MS,,,0,N,,P,W,5X4,GGG,6,50,19.5,N,T,5,1,1,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,6,28,7:43,1,U26162,E,F,BTLH,F,1,,MS,,,0,N,,P,W,4X4,GGG,5,50,19,N,P,9,F,F,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,6,28,7:48,1,U26163,E,F,BTLH,F,1,,LS,,,0,N,,P,W,4X4,GGR,6,49,18.8,OT,P,7,F,F,F,F,L,3.2,,,,,,,,,
ALS,HSR,2021,6,28,8:08,1,U26164,E,F,BTLH,F,1,,MS,,,0,N,,P,W,3X4,GGG,5,51,19.8,N,P,5,F,F,F,F,L,3.2,,,,1,9:12,,,,
ALS,HSR,2021,6,28,8:30,1,U26165,E,F,BTLH,F,1,,LS,,,0,N,,P,W,3X7,GGG,5,52,18.6,N,T,9,F,F,F,F,F,3.8,,,,1,9:06,,,,
ALS,HSR,2021,7,10,11:16,R,U26165,,,BTLH,F,1,,LS,,,0,N,,P,W,5X4,GGG,6,52,18.5,OU,T,8,F,F,F,F,F,3.3,,,,,,,,,
ALS,HSR,2021,6,28,8:35,1,U26166,F,F,BTLH,F,1,,MS,,,0,N,,P,W,6X5,GGG,6,50,20.1,WT,T,9,F,F,F,F,F,3.7,,,,,,,,,
ALS,HSR,2021,6,28,8:47,1,U26168,F,F,BTLH,F,1,,MS,,,0,N,,P,W,4X5,GGG,5,53,20.4,N,P,7,F,F,F,F,M,3.2,,,,,,,,,
ALS,HSR,2021,6,28,9:15,1,U26170,E,F,BTLH,F,1,,MS,,,0,N,,P,W,4X5,GGG,5,51,20,N,P,7,F,F,F,F,F,3.7,,,,,,,,,
ALS,HSR,2021,7,10,6:26,1,U26201,F,F,BTLH,F,1,,R,1,,0,N,,P,W,5X4,GGG,5,51,18.6,N,P,7,F,F,F,F,L,,,,,,,,,,
ALS,HSR,2021,7,10,6:33,1,U26202,E,F,BTLH,F,1,,LS,,,0,N,,P,W,,GGG,5,53,18.4,N,0,7,F,F,F,F,M,3.4,,,,,,,,,
ALS,HSR,2021,7,10,6:45,1,U26203,F,F,BTLH,F,1,,MS,,,0,N,,P,W,5X4,GGG,6,51,20.5,N,T,7,F,F,F,F,R,3.4,,,,,,,,,
ALS,HSR,2021,7,10,6:51,1,U26204,F,F,BTLH,F,1,,LS,,,0,N,,P,W,6X5,GGR,6,50,18.5,OU,P,7,F,F,F,F,L,3.3,,,,,,,,,
ALS,HSR,2021,7,10,6:55,1,U26205,F,F,BTLH,F,1,,MS,,,0,N,,P,W,4X7,GGG,7,50,20,N,P,7,1,1,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,7,10,7:02,1,U26206,E,F,BTLH,F,1,,R,2,,0,N,,P,W,7X5,GGG,6,50,18.5,OU,P,9,F,F,F,F,F,3.7,,,,1,10:03,,,,
ALS,HSR,2021,7,10,7:11,1,U26207,F,F,BTLH,F,1,,LS,,,0,N,,P,W,5X4,GGG,6,51,18.9,N,P,7,F,F,F,F,F,3.2,,,,,,,,,
ALS,HSR,2021,7,10,7:17,1,U26208,E,F,BTLH,F,1,,LS,,,0,N,,P,W,5X4,GGG,6,49,18.8,N,P,7,F,F,F,F,F,3.3,,,,,,,,,
ALS,HSR,2021,7,10,7:23,1,U26209,F,F,BTLH,F,1,,LS,,,0,N,,P,W,,GGG,5,50,18.3,OU,0,7,F,F,F,F,M,3.8,,,,,,,,,"LEFT R2 COMING IN, MISSING R3 TIP"
ALS,HSR,2021,7,10,7:34,1,U26210,F,F,BTLH,F,1,,MS,,,0,N,,P,W,6X4,GGG,5,54,19.2,OU,P,7,1,1,F,F,F,3.5,,,,,,,,,SWOLLEN LEGS
ALS,HSR,2021,7,10,7:45,1,U26211,F,F,BTLH,F,1,,LS,,,0,N,,P,W,5X3,GGG,5,49,19,N,P,7,F,F,F,F,L,3.5,,,,1,8:47,,,,
ALS,HSR,2021,7,10,8:02,1,U26212,F,F,BTLH,F,1,,LS,,,0,N,,P,W,8X4,GGG,6,51,19.6,N,P,7,F,F,F,F,F,3.5,,,,,,,,,
ALS,HSR,2021,7,10,8:16,1,U26213,F,F,BTLH,F,1,,MS,,,0,N,,P,W,3X4,GGG,4,52,19.5,GUNK,P,7,F,F,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,7,10,8:54,1,U26214,E,F,BTLH,F,1,,LS,,,0,N,,P,W,,GGG,5,50,19.8,N,P,7,1,1,F,F,M,3.6,,,,,,,,,MISSING R3 TIP
ALS,HSR,2021,7,10,9:51,1,U26215,F,F,BTLH,F,1,,LS,,,0,N,,P,W,4X6,GGG,5,50,20.2,N,1,7,F,F,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,7,10,10:21,1,U26216,F,F,BTLH,F,1,,LS,,,0,N,,P,W,5X4,GGG,6,52,20.4,N,T,9,1,F,F,F,F,4.2,,,,,,,,,
ALS,HSR,2021,7,10,10:33,1,U26217,F,F,BTLH,F,1,,LS,,,0,N,,P,W,5X4,GGG,6,49,18.9,OU,0,7,1,1,F,F,L,3.6,,,,,,,,,
ALS,HSR,2021,7,10,10:46,1,U26218,F,F,BTLH,F,1,,LS,,,0,N,,P,W,4X5,GGG,6,49,19.7,N,T,5,F,F,F,F,F,3.6,,,,,,,,,
ALS,HSR,2021,7,10,10:50,1,U26219,E,F,BTLH,F,1,,LS,,,0,N,,P,W,5X6,GGG,6,50,18.8,OU,T,8,F,F,F,F,F,3.3,,,,,,,,,
ALS,HSR,2021,7,10,10:55,1,U26220,E,F,BTLH,F,1,,LS,,,0,N,,P,W,5X5,GGG,5,52,19,N,T,5,F,F,F,F,F,3.3,,,,,,,,,
ALS,HSR,2021,7,24,5:47,1,U26221,F,F,BTLH,F,1,,LS,,,0,N,,P,W,5X4,GGG,6,48,19.3,N,0,5,F,F,F,F,F,,,,,,,,,,ESCAPED BEFORE WEIGHT
ALS,HSR,2021,7,24,5:58,1,U26222,F,F,BTLH,F,1,,MS,,,0,N,,P,W,5X4,GGG,5,48,18.4,OU,0,5,F,F,F,F,F,3.29,,,,,,,,,
ALS,HSR,2021,7,24,6:04,1,U26223,E,F,BTLH,F,1,,MS,,,0,N,,P,W,6X5,GGG,6,52,19.5,WU,0,5,F,F,F,F,F,3.11,,,,,,,,,
ALS,HSR,2021,7,24,6:08,1,U26224,F,F,BTLH,F,1,,MS,,,0,N,,P,W,5X4,GGG,6,48,18.6,OUHT,0,5,F,1,F,F,F,3.26,,,,,,,,,
ALS,HSR,2021,7,24,6:14,1,U26225,F,F,BTLH,F,1,,LS,,,0,N,,P,W,5X4,GGO,6,49,19.9,OUHT,0,5,F,1,F,F,F,3.27,,,,,,,,,
ALS,HSR,2021,7,24,6:25,1,U26226,F,F,BTLH,M,2,,R,7,,0,N,,P,O,5X3,GGG,4,51,19.6,N,0,,1,1,F,F,F,3.3,,,,,,,,,
ALS,HSR,2021,7,24,6:38,1,U26227,E,F,BTLH,F,1,,MS,,,0,N,,P,W,5X3,GGG,5,50,19,N,0,2,F,1,F,F,F,3.3,,,,,,,,,
ALS,HSR,2021,7,24,7:02,1,U26228,F,F,BTLH,F,1,,MS,,,0,N,,P,B,5X4,GGO,4,48,20.1,N,T,2,F,1,F,F,F,3.3,,,,,,,,,
ALS,HSR,2021,7,24,7:08,1,U26229,E,F,BTLH,F,1,,MS,,,0,N,,P,B,5X4,GGG,5,51,19,N,0,2,1,F,L,L,L,3.4,,,,,,,,,
ALS,HSR,2021,7,24,7:24,1,U26230,F,F,BTLH,F,1,,MS,,,0,N,,P,B,5X4,GGG,4,50,20,N,0,2,1,1,L,L,M,3.3,,,,,,,,,
ALS,HSR,2021,7,24,7:32,1,U26231,E,F,BTLH,F,1,,LS,,,0,N,,P,B,5X4,GGG,6,50,21.6,N,0,2,1,1,L,L,M,3.6,,,,,,,,,
ALS,HSR,2021,7,24,8:13,1,U26232,E,F,BTLH,F,1,,LS,,,0,N,,P,B,4X4,GGG,6,53,20.2,N,1,2,F,F,F,F,F,4,,,,,,,,,
ALS,HSR,2021,7,24,8:24,1,U26233,F,F,BTLH,F,1,,LS,,,0,N,,P,W,4X5,GGG,5,51,20.7,OUT,T,2,1,1,F,F,L,3.7,,,,,,,,,
ALS,HSR,2021,7,24,8:30,1,U26234,F,F,BTLH,F,1,,R,1,,0,N,,R,B,4X4,GGG,6,48,17.6,N,0,2,1,1,L,L,L,3.2,,,,,,,,,
ALS,HSR,2021,7,24,8:37,1,U26235,E,F,BTLH,F,1,,LS,,,0,N,,P,B,5X3,GGG,6,50,18.4,N,P,5,F,F,F,F,F,3,,,,,,,,,
ALS,HSR,2021,8,7,6:22,1,U26236,F,F,BTLH,F,2,,MS,,,3,N,,R,W,3X5,GGR,5,49,18.2,PHU,1,2,F,F,F,F,F,3.48,,,,,,,,,
ALS,HSR,2021,8,7,6:42,1,U26237,E,F,BTLH,F,2,,MS,,,2,Y,,,W,5X4,GGG,5,51,19.9,OUH,1,2,F,F,F,F,F,3.54,,,,,,,,,
ALS,HSR,2021,7,24,7:57,1,U26238,E,F,BTLH,F,1,,LS,,,0,N,,P,W,7X5,GGG,4,49,19,WU,T,2,F,F,F,F,F,3.3,,,,,,,,,
ALS,HSR,2021,8,7,6:57,1,U26240,F,F,BTLH,F,1,,MS,,,0,N,,R,B,5X3,GGG,5,50,20.7,OT,1,2,F,F,F,F,F,3.28,,,,,,,,,
ALS,HSR,2021,8,7,7:15,1,U26241,E,F,BTLH,F,1,,HS,,,0,N,,P,W,4X6,GGG,6,50,17.4,OUH,T,2,F,F,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,8,7,7:33,1,U26243,E,F,BTLH,F,2,,HS,,,3,Y,,R,W,5X3,GGG,4,50,19.3,OUH,1,2,F,F,F,F,F,3.5,,,,,,,,,
ALS,HSR,2021,8,7,7:43,1,U26244,E,F,BTLH,F,2,,HS,,,2,N,,R,W,3X3,GRR,5,48,18.8,OUHT,1,2,F,F,F,F,F,3.29,,,,,,,,,
ALS,HSR,2021,7,24,8:57,1,U26245,F,F,BTLH,F,1,,LS,,,0,N,,P,O,4X4,GGG,5,51,20.4,OUHT,0,2,1,1,F,F,L,3.6,,,,,,,,,
ALS,HSR,2021,7,24,9:25,1,U26246,E,F,BTLH,F,1,,LS,,,0,N,,P,B,5X5,GGR,6,48,19.5,OUH,0,2,1,2,F,F,F,3.5,,,,,,,,,
ALS,HSR,2021,7,24,9:57,1,U26247,F,F,BTLH,F,1,,LS,,,0,N,,R,B,4X4,GGR,6,51,20,OUH,0,2,1,1,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,8,7,5:53,1,U26248,E,F,BTLH,F,2,,HS,,,0,N,,R,W,3X4,GGG,5,48,18.4,OH,0,2,F,F,F,F,F,3.32,,,,,,,,,
ALS,HSR,2021,8,7,6:11,1,U26249,E,F,BTLH,F,1,,HS,,,0,N,,P,W,5X3,GGG,5,50,17.5,N,0,2,F,F,F,F,F,3.17,,,,,,,,,
ALS,HSR,2021,8,7,6:17,1,U26250,F,F,BTLH,F,2,,MS,,,2,Y,,R,W,4X5,GGG,5,50,17.5,N,1,2,F,F,F,F,F,3.14,,,,,,,,,
ALS,HSR,2021,7,24,6:44,1,U26251,E,E,BTLH,M,2,,R,1,,0,Y,,P,W,5X4,GGG,4,44,18.5,OU,1,,F,F,F,F,F,3.8,,,,,,,,,
ALS,HSR,2021,7,24,7:18,1,U26253,D,E,BTLH,M,1,,R,99,,,,,,,,,,48,17.9,N,0,,1,1,F,F,F,3.3,,,,,,,,,
ALS,HSR,2021,7,24,7:45,1,U26254,E,E,RUHU,F,1,,O,20,,0,N,,33,GB,N,,3,41,19.2,WOUH,1,2,F,F,L,L,M,3.9,,,,,,,,,
ALS,HSR,2021,7,24,8:05,1,U26255,C,E,BTLH,M,2,,LS,,,1,Y,,P,W,5X4,GGG,6,48,19,OHU,P,,F,F,F,F,F,3.2,,,,,,,,,
ALS,HSR,2021,7,24,8:18,1,U26256,D,E,BTLH,M,2,,HS,,,0,N,,P,B,5X4,GGG,6,48,19.2,OUHT,0,,F,F,F,F,F,3.2,,,,,,,,,
ALS,HSR,2021,7,24,8:42,1,U26257,D,E,BTLH,M,1,,R,99,,,,,,,,,,48,17.4,WOT,P,,F,F,F,F,F,3.2,,,,,,,,,
ALS,HSR,2021,8,7,6:28,1,U26258,E,F,BTLH,M,2,,R,2,,0,N,,,B,3X3,GGG,5,49,17.8,N,1,,F,F,F,F,F,3.36,,,,2,6:50,8:44,,,
ALS,HSR,2021,8,7,7:06,1,U26259,D,E,BTLH,M,2,,R,1,,2,Y,,P,O,3X3,GGG,5,48,17.6,OUH,2,,F,F,F,F,F,4.02,,,,,,,,,
ALS,HSR,2021,8,7,7:25,1,U26260,D,E,BTLH,M,2,,HS,,,2,Y,,P,O,2X2,GGG,5,50,18.4,OUH,1,2,F,F,F,F,F,3.54,,,,,,,,,
ALS,HSR,2021,8,7,7:38,1,U26261,D,E,BTLH,M,2,,HS,,,3,Y,,P,O,3X3,GGG,5,48,17.9,OUH,1,2,F,F,F,F,F,3.82,,,,,,,,,
ALS,HSR,2021,8,7,7:50,1,U26262,D,E,BTLH,M,2,,R,1,,3,Y,,P,W,3X3,GGG,5,49,18.6,OH,1,2,1,1,F,F,F,3.14,,,,,,,,,
ALS,HSR,2021,8,7,8:24,1,U26263,E,E,BTLH,M,1,,R,99,,,,,,,,,,50,19.3,OH,2,2,1,2,F,F,L,3.96,,,,,,,,,
ALS,HSR,2021,8,7,8:32,1,U26264,E,E,BTLH,M,2,,HS,,,0,S,,P,W,3X4,GGG,5,49,20.9,OUH,1,2,F,F,F,F,F,3.69,,,,,,,,,
ALS,HSR,2021,8,7,8:38,1,U26265,D,E,BTLH,M,2,,R,1,,1,Y,,P,O,3X3,GGG,5,51,18,OUH,1,2,F,F,F,F,F,3.42,,,,,,,,,
ALS,HSR,2021,8,7,9:03,1,U26266,C,E,BTLH,M,2,,HS,,,0,Y,,P,O,4X3,GGG,6,,17.9,OUH,1,2,F,1,1,F,F,3.4,,,,,,,,,
ALS,HSR,2021,8,7,9:37,1,U26267,E,E,BTLH,M,2,,HS,,,2,Y,,P,O,4X3,GGG,6,51,17.7,OU,1,2,F,F,F,F,F,3.48,,,,,,,,,
ALS,HSR,2021,8,7,9:54,1,U26268,E,E,BTLH,M,1,,R,99,,,,,,,,,,49,18.7,OUH,T,2,2,2,F,F,F,3.63,,,,,,,,,BUMP ON UPPER MANDIBLE
ALS,HSR,2021,8,21,6:19,1,U26269,E,E,BTLH,M,2,,R,1,,3,Y,,P,O,3X3,GGG,5,47,18.5,OU,1,2,1,1,F,F,F,3.3,,,,,,,,,
ALS,HSR,2021,8,21,6:33,1,U26270,D,E,BTLH,M,2,,MS,,,2,Y,,P,B,4X3,GGG,5,49,19.2,OUH,1,2,F,F,F,F,F,3.7,,,,,,,,,
ALS,HSR,2021,8,21,6:55,1,U26271,D,E,BTLH,M,1,,R,99,,,,,,,,,,49,16.9,N,2,2,1,1,L,F,L,3.5,,,,,,,,,
ALS,HSR,2021,8,21,7:29,1,U26272,D,E,BTLH,M,2,,MS,,,1,Y,,P,B,3X3,GGG,5,50,17.4,OUH,1,2,F,F,F,F,F,3.7,,,,,,,,,
ALS,HSR,2021,8,21,7:34,1,U26273,D,E,BTLH,M,2,,R,2,,2,Y,,P,O,3X3,GGG,4,49,17.9,OUH,0,2,F,F,F,F,F,3.2,,,,,,,,,
ALS,HSR,2021,8,21,7:42,1,U26274,E,E,BTLH,M,2,,R,3,,2,Y,,P,O,3X3,GGR,5,48,18.2,N,0,2,F,F,F,F,F,3.1,,,,1,8:12,,,,
ALS,HSR,2021,8,21,7:48,1,U26275,E,E,BTLH,M,2,,R,1,,2,Y,,P,O,3X3,GGG,5,50,19.4,N,1,2,F,F,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,8,21,7:54,1,U26276,E,E,BTLH,M,2,,HS,,,2,Y,,P,O,4X3,GGG,5,50,18.3,N,0,2,F,F,F,F,F,3.4,,,,5,8:22,8:41,8:58,9:18,9:37
ALS,HSR,2021,8,21,8:08,1,U26277,E,E,BTLH,M,2,,HS,,,2,Y,,P,O,3X3,GGG,6,51,18.1,OH,1,2,F,F,F,F,F,3.7,,,,,,,,,
ALS,HSR,2021,8,21,8:53,1,U26278,D,E,BTLH,M,2,,HS,,,3,Y,,P,O,3X3,GRR,6,49,18.7,OU,0,2,F,F,F,F,F,3.3,,,,,,,,,
ALS,HSR,2021,8,21,9:26,1,U26279,E,E,BTLH,M,2,,LS,,,3,Y,,R,O,4X3,GGG,5,50,18.6,OU,1,2,F,F,F,F,F,3.2,,,,,,,,,
ALS,HSR,2021,8,21,10:00,1,U26280,D,E,BTLH,M,2,,HS,,,0,Y,,P,O,4X3,GGR,5,50,18,OUHT,1,2,1,1,F,F,F,,,,,,,,,,TOO WINDY TO GET WEIGHT
ALS,HSR,2021,8,21,11:04,1,U26281,E,E,BTLH,M,2,,HS,,,3,Y,,P,O,3X2,GGG,6,50,17,OU,1,2,F,F,F,F,F,,,,,,,,,,TOO WINDY TO GET WEIGHT
ALS,HSR,2021,7,24,6:20,1,U26291,D,D,RUHU,F,1,,O,15,,0,N,,33,GB,E,,3,44,18.8,OT,1,2,F,1,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,8,7,7:54,1,U26328,D,E,BTLH,M,2,,R,1,,1,S,,P,O,2X3,GGG,4,49,17.3,"OHU, WHU",1,2,F,F,F,F,F,3.26,,,,1,8:17,,,,
ALS,HSR,2021,8,7,6:35,1,U26329,D,D,RUHU,F,1,,LS,,,1,N,,30,GB,E,,3,45,17.5,OH,1,2,F,F,F,F,F,3.21,,,,,,,,,
ALS,HSR,2021,8,7,6:03,1,U26330,D,D,RUHU,M,1,,O,99,,,,,,,,,3,40,16.1,N,1,,F,F,F,F,F,3.55,,,,,,,,,
ALS,HSR,2021,7,24,6:33,1,U26361,G,G,BTLH,F,1,,LS,,,0,N,,P,W,5X4,GGG,6,51,19.2,OT,T,5,1,F,2,F,F,3.5,,,,,,,,,
ALS,HSR,2021,8,7,8:58,1,U26362,F,G,BTLH,F,1,,LS,,,0,N,,P,B,,GGG,5,50,18.6,OUH,1,2,1,F,F,F,R,3.35,,,,,,,,,
ALS,HSR,2021,8,21,8:15,1,U26363,G,G,BTLH,F,2,,LS,,,2,Y,,R,W,8X4,RRR,5,50,18.4,N,2,2,F,F,F,F,F,3.9,,,,,,,,,
ALS,HSR,2021,7,10,10:40,1,U26397,G,G,BTLH,F,1,,LS,,,0,N,,P,W,4X4,GGG,5,52,18.8,N,T,8,1,1,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,7,10,10:14,1,U26398,G,G,BTLH,F,1,,MS,,,0,N,,P,W,5X4,GGG,6,51,20.1,YU,1,7,F,F,F,F,F,3.4,,,,,,,,,SWOLLEN LEGS
