"site_name","calendar_date","ndvi","year","month"
"ws1",2007-02-18,0.7896,2007,2
"ws1",2007-03-06,0.7875,2007,3
"ws1",2007-03-22,0.5676,2007,3
"ws1",2007-04-07,0.761,2007,4
"ws1",2007-04-23,0.7713,2007,4
"ws1",2007-05-09,0.3153,2007,5
"ws1",2007-05-25,0.7965,2007,5
"ws1",2007-06-10,0.7504,2007,6
"ws1",2007-06-26,0.829,2007,6
"ws1",2007-07-12,0.9095,2007,7
"ws1",2007-07-28,0.8254,2007,7
"ws1",2007-08-13,0.7634,2007,8
"ws1",2007-08-29,0.469,2007,8
"ws1",2007-09-14,0.8392,2007,9
"ws1",2007-09-30,0.7812,2007,9
"ws1",2007-10-16,0.8394,2007,10
"ws1",2007-11-01,0.8327,2007,11
"ws1",2007-11-17,0.8334,2007,11
"ws1",2007-12-03,0.8473,2007,12
"ws1",2007-12-19,0.818,2007,12
"ws1",2008-01-01,0.8317,2008,1
"ws1",2008-01-17,0.8137,2008,1
"ws1",2008-02-02,0.8256,2008,2
"ws1",2008-02-18,0.7876,2008,2
"ws1",2008-03-05,0.8207,2008,3
"ws1",2008-03-21,0.7203,2008,3
"ws1",2008-04-06,0.7632,2008,4
"ws1",2008-04-22,0.7708,2008,4
"ws1",2008-05-08,0.7409,2008,5
"ws1",2008-05-24,0.7937,2008,5
"ws1",2008-06-09,0.7745,2008,6
"ws1",2008-06-25,0.5738,2008,6
"ws1",2008-07-11,0.7929,2008,7
"ws1",2008-07-27,0.8407,2008,7
"ws1",2008-08-12,0.4173,2008,8
"ws1",2008-08-28,0.69,2008,8
"ws1",2008-09-13,0.1562,2008,9
"ws1",2008-09-29,0.8702,2008,9
"ws1",2008-10-15,0.8248,2008,10
"ws1",2008-10-31,0.8328,2008,10
"ws1",2008-11-16,0.798,2008,11
"ws1",2008-12-02,0.7994,2008,12
"ws1",2008-12-18,0.7445,2008,12
"ws1",2009-01-01,0.805,2009,1
"ws1",2009-01-17,0.7955,2009,1
"ws1",2009-02-02,0.8226,2009,2
"ws1",2009-02-18,0.8225,2009,2
"ws1",2009-03-06,0.7343,2009,3
"ws1",2009-03-22,0.7798,2009,3
"ws1",2009-04-07,0.7647,2009,4
"ws1",2009-04-23,0.7634,2009,4
"ws1",2009-05-09,0.7161,2009,5
"ws1",2009-05-25,0.7484,2009,5
"ws1",2009-06-10,0.7386,2009,6
"ws1",2009-06-26,0.3916,2009,6
"ws1",2009-07-12,0.8122,2009,7
"ws1",2009-07-28,0.8218,2009,7
"ws1",2009-08-13,0.7912,2009,8
"ws1",2009-08-29,0.8019,2009,8
"ws1",2009-09-14,0.8468,2009,9
"ws1",2009-09-30,0.8326,2009,9
"ws1",2009-10-16,0.1033,2009,10
"ws1",2009-11-01,0.8432,2009,11
"ws1",2009-11-17,0.789,2009,11
"ws1",2009-12-03,0.8453,2009,12
"ws1",2009-12-19,0.8278,2009,12
"ws1",2010-01-01,0.8139,2010,1
"ws1",2010-01-17,0.8494,2010,1
"ws1",2010-02-02,0.8162,2010,2
"ws1",2010-02-18,0.7925,2010,2
"ws1",2010-03-06,0.8007,2010,3
"ws1",2010-03-22,0.7397,2010,3
"ws1",2010-04-07,0.7949,2010,4
"ws1",2010-04-23,0.7145,2010,4
"ws1",2010-05-09,0.7704,2010,5
"ws1",2010-05-25,0.7991,2010,5
"ws1",2010-06-10,0.6503,2010,6
"ws1",2010-06-26,0.7744,2010,6
"ws1",2010-07-12,0.2124,2010,7
"ws1",2010-07-28,0.8323,2010,7
"ws1",2010-08-13,0.8535,2010,8
"ws1",2010-08-29,0.6397,2010,8
"ws1",2010-09-14,0.8218,2010,9
"ws1",2010-09-30,0.8344,2010,9
"ws1",2010-10-16,0.8505,2010,10
"ws1",2010-11-01,0.8208,2010,11
"ws1",2010-11-17,0.8179,2010,11
"ws1",2010-12-03,0.7885,2010,12
"ws1",2010-12-19,0.7897,2010,12
"ws1",2011-01-01,0.7992,2011,1
"ws1",2011-01-17,0.7911,2011,1
"ws1",2011-02-02,0.7906,2011,2
"ws1",2011-02-18,0.7699,2011,2
"ws1",2011-03-06,0.7784,2011,3
"ws1",2011-03-22,0.7879,2011,3
"ws1",2011-04-07,0.7485,2011,4
"ws1",2011-04-23,0.7482,2011,4
"ws1",2011-05-09,0.8582,2011,5
"ws1",2011-05-25,0.7883,2011,5
"ws1",2011-06-10,0.7565,2011,6
"ws1",2011-06-26,0.8302,2011,6
"ws1",2011-07-12,0.6493,2011,7
"ws1",2011-07-28,0.7336,2011,7
"ws1",2011-08-13,0.8616,2011,8
"ws1",2011-08-29,0.8411,2011,8
"ws1",2011-09-14,0.8241,2011,9
"ws1",2011-09-30,0.8308,2011,9
"ws1",2011-10-16,0.8245,2011,10
"ws1",2011-11-01,0.8288,2011,11
"ws1",2011-11-17,0.8181,2011,11
"ws1",2011-12-03,0.8046,2011,12
"ws1",2011-12-19,0.7857,2011,12
"ws1",2012-01-01,0.8279,2012,1
"ws1",2012-01-17,0.8047,2012,1
"ws1",2012-02-02,0.8109,2012,2
"ws1",2012-02-18,0.8518,2012,2
"ws1",2012-03-05,0.7887,2012,3
"ws1",2012-03-21,0.8094,2012,3
"ws1",2012-04-06,0.7526,2012,4
"ws1",2012-04-22,0.73,2012,4
"ws1",2012-05-08,0.8096,2012,5
"ws1",2012-05-24,0.8011,2012,5
"ws1",2012-06-09,0.7615,2012,6
"ws1",2012-06-25,0.7839,2012,6
"ws1",2012-07-11,0.5821,2012,7
"ws1",2012-07-27,0.8273,2012,7
"ws1",2012-08-12,0.8086,2012,8
"ws1",2012-08-28,0.8039,2012,8
"ws1",2012-09-13,0.3858,2012,9
"ws1",2012-09-29,0.8631,2012,9
"ws1",2012-10-15,0.832,2012,10
"ws1",2012-10-31,0.8158,2012,10
"ws1",2012-11-16,0.8376,2012,11
"ws1",2012-12-02,0.824,2012,12
"ws1",2012-12-18,0.8064,2012,12
"ws2",2001-01-01,0.1917,2001,1
"ws2",2001-01-17,0.1959,2001,1
"ws2",2001-02-02,0.2006,2001,2
"ws2",2001-02-18,0.1972,2001,2
"ws2",2001-03-06,0.1864,2001,3
"ws2",2001-03-22,0.1932,2001,3
"ws2",2001-04-07,0.1931,2001,4
"ws2",2001-04-23,0.2507,2001,4
"ws2",2001-05-09,0.2534,2001,5
"ws2",2001-05-25,0.2237,2001,5
"ws2",2001-06-10,0.2535,2001,6
"ws2",2001-06-26,0.3744,2001,6
"ws2",2001-07-12,0.4535,2001,7
"ws2",2001-07-28,0.4247,2001,7
"ws2",2001-08-13,0.2897,2001,8
"ws2",2001-08-29,0.4255,2001,8
"ws2",2001-09-14,0.3712,2001,9
"ws2",2001-09-30,0.2344,2001,9
"ws2",2001-10-16,0.2385,2001,10
"ws2",2001-11-01,0.2588,2001,11
"ws2",2001-11-17,0.1983,2001,11
"ws2",2001-12-03,0.2244,2001,12
"ws2",2001-12-19,0.2172,2001,12
"ws2",2002-01-01,0.189,2002,1
"ws2",2002-01-17,0.201,2002,1
"ws2",2002-02-02,0.1864,2002,2
"ws2",2002-02-18,0.1993,2002,2
"ws2",2002-03-06,0.2186,2002,3
"ws2",2002-03-22,0.2065,2002,3
"ws2",2002-04-07,0.3038,2002,4
"ws2",2002-04-23,0.2205,2002,4
"ws2",2002-05-09,0.258,2002,5
"ws2",2002-05-25,0.2564,2002,5
"ws2",2002-06-10,0.3057,2002,6
"ws2",2002-06-26,0.2264,2002,6
"ws2",2002-07-12,0.3771,2002,7
"ws2",2002-07-28,0.3284,2002,7
"ws2",2002-08-13,0.3116,2002,8
"ws2",2002-08-29,0.4468,2002,8
"ws2",2002-09-14,0.4152,2002,9
"ws2",2002-09-30,0.2751,2002,9
"ws2",2002-10-16,0.265,2002,10
"ws2",2002-11-01,0.2225,2002,11
"ws2",2002-11-17,0.2697,2002,11
"ws2",2002-12-03,0.2157,2002,12
"ws2",2002-12-19,0.2283,2002,12
"ws2",2003-01-01,0.2054,2003,1
"ws2",2003-01-17,0.2328,2003,1
"ws2",2003-02-02,0.1991,2003,2
"ws2",2003-02-18,0.2101,2003,2
"ws2",2003-03-06,0.287,2003,3
"ws2",2003-03-22,0.2282,2003,3
"ws2",2003-04-07,0.2358,2003,4
"ws2",2003-04-23,0.2265,2003,4
"ws2",2003-05-09,0.2349,2003,5
"ws2",2003-05-25,0.2175,2003,5
"ws2",2003-06-10,0.253,2003,6
"ws2",2003-06-26,0.235,2003,6
"ws2",2003-07-12,0.294,2003,7
"ws2",2003-07-28,0.3637,2003,7
"ws2",2003-08-13,0.401,2003,8
"ws2",2003-08-29,0.3013,2003,8
"ws2",2003-09-14,0.244,2003,9
"ws2",2003-09-30,0.2759,2003,9
"ws2",2003-10-16,0.2384,2003,10
"ws2",2003-11-01,0.2168,2003,11
"ws2",2003-11-17,0.2293,2003,11
"ws2",2003-12-03,0.2373,2003,12
"ws2",2003-12-19,0.196,2003,12
"ws2",2004-01-01,0.2552,2004,1
"ws2",2004-01-17,0.1814,2004,1
"ws2",2004-02-02,0.2577,2004,2
"ws2",2004-02-18,0.1837,2004,2
"ws2",2004-03-05,0.2017,2004,3
"ws2",2004-03-21,0.2016,2004,3
"ws2",2004-04-06,0.2707,2004,4
"ws2",2004-04-22,0.2365,2004,4
"ws2",2004-05-08,0.3931,2004,5
"ws2",2004-05-24,0.2278,2004,5
"ws2",2004-06-09,0.2507,2004,6
"ws2",2004-06-25,0.3669,2004,6
"ws2",2004-07-11,0.319,2004,7
"ws2",2004-07-27,0.3222,2004,7
"ws2",2004-08-12,0.2627,2004,8
"ws2",2004-08-28,0.3708,2004,8
"ws2",2004-09-13,0.4166,2004,9
"ws2",2004-09-29,0.2603,2004,9
"ws2",2004-10-15,0.2322,2004,10
"ws2",2004-10-31,0.2154,2004,10
"ws2",2004-11-16,0.2215,2004,11
"ws2",2004-12-02,0.1957,2004,12
"ws2",2004-12-18,0.228,2004,12
"ws2",2005-01-01,0.2952,2005,1
"ws2",2005-01-17,0.2623,2005,1
"ws2",2005-02-02,0.2143,2005,2
"ws2",2005-02-18,0.2311,2005,2
"ws2",2005-03-06,0.2028,2005,3
"ws2",2005-03-22,0.1925,2005,3
"ws2",2005-04-07,0.2511,2005,4
"ws2",2005-04-23,0.2623,2005,4
"ws2",2005-05-09,0.2308,2005,5
"ws2",2005-05-25,0.2397,2005,5
"ws2",2005-06-10,0.2572,2005,6
"ws2",2005-06-26,0.2681,2005,6
"ws2",2005-07-12,0.3417,2005,7
"ws2",2005-07-28,0.2824,2005,7
"ws2",2005-08-13,0.3917,2005,8
"ws2",2005-08-29,0.2865,2005,8
"ws2",2005-09-14,0.4057,2005,9
"ws2",2005-09-30,0.2536,2005,9
"ws2",2005-10-16,0.2567,2005,10
"ws2",2005-11-01,0.2121,2005,11
"ws2",2005-11-17,0.2451,2005,11
"ws2",2005-12-03,0.1896,2005,12
"ws2",2005-12-19,0.198,2005,12
"ws2",2006-01-01,0.2529,2006,1
"ws2",2006-01-17,0.1854,2006,1
"ws2",2006-02-02,0.2746,2006,2
"ws2",2006-02-18,0.1883,2006,2
"ws2",2006-03-06,0.1838,2006,3
"ws2",2006-03-22,0.2905,2006,3
"ws2",2006-04-07,0.2627,2006,4
"ws2",2006-04-23,0.2305,2006,4
"ws2",2006-05-09,0.2713,2006,5
"ws2",2006-05-25,0.2062,2006,5
"ws2",2006-06-10,0.3104,2006,6
"ws2",2006-06-26,0.3871,2006,6
"ws2",2006-07-12,0.3929,2006,7
"ws2",2006-07-28,0.2637,2006,7
"ws2",2006-08-13,0.2842,2006,8
"ws2",2006-08-29,0.2606,2006,8
"ws2",2006-09-14,0.2278,2006,9
"ws2",2006-09-30,0.2377,2006,9
"ws2",2006-10-16,0.3406,2006,10
"ws2",2006-11-01,0.3365,2006,11
"ws2",2006-11-17,0.2126,2006,11
"ws2",2006-12-03,0.2282,2006,12
"ws2",2006-12-19,0.2194,2006,12
"ws2",2007-01-01,0.23,2007,1
"ws2",2007-01-17,0.2371,2007,1
"ws2",2007-02-02,0.202,2007,2
"ws2",2007-02-18,0.217,2007,2
"ws2",2007-03-06,0.2532,2007,3
"ws2",2007-03-22,0.23,2007,3
"ws2",2007-04-07,0.1984,2007,4
"ws2",2007-04-23,0.3191,2007,4
"ws2",2007-05-09,0.2321,2007,5
"ws2",2007-05-25,0.2561,2007,5
"ws2",2007-06-10,0.3809,2007,6
"ws2",2007-06-26,0.2928,2007,6
"ws2",2007-07-12,0.2846,2007,7
"ws2",2007-07-28,0.4183,2007,7
"ws2",2007-08-13,0.3442,2007,8
"ws2",2007-08-29,0.4004,2007,8
"ws2",2007-09-14,0.2707,2007,9
"ws2",2007-09-30,0.2352,2007,9
"ws2",2007-10-16,0.2439,2007,10
"ws2",2007-11-01,0.2131,2007,11
"ws2",2007-11-17,0.1873,2007,11
"ws2",2007-12-03,0.1885,2007,12
"ws2",2007-12-19,0.2027,2007,12
"ws2",2008-01-01,0.1847,2008,1
"ws2",2008-01-17,0.208,2008,1
"ws2",2008-02-02,0.1912,2008,2
"ws2",2008-02-18,0.2075,2008,2
"ws2",2008-03-05,0.181,2008,3
"ws2",2008-03-21,0.1964,2008,3
"ws2",2008-04-06,0.2197,2008,4
"ws2",2008-04-22,0.2116,2008,4
"ws2",2008-05-08,0.2107,2008,5
"ws2",2008-05-24,0.2303,2008,5
"ws2",2008-06-09,0.2545,2008,6
"ws2",2008-06-25,0.2328,2008,6
"ws2",2008-07-11,0.242,2008,7
"ws2",2008-07-27,0.3722,2008,7
"ws2",2008-08-12,0.399,2008,8
"ws2",2008-08-28,0.3688,2008,8
"ws2",2008-09-13,0.3538,2008,9
"ws2",2008-09-29,0.4385,2008,9
"ws2",2008-10-15,0.2486,2008,10
"ws2",2008-10-31,0.2514,2008,10
"ws2",2008-11-16,0.2168,2008,11
"ws2",2008-12-02,0.1973,2008,12
"ws2",2008-12-18,0.1925,2008,12
"ws2",2009-01-01,0.1996,2009,1
"ws2",2009-01-17,0.1935,2009,1
"ws2",2009-02-02,0.1784,2009,2
"ws2",2009-02-18,0.1971,2009,2
"ws2",2009-03-06,0.2234,2009,3
"ws2",2009-03-22,0.2525,2009,3
"ws2",2009-04-07,0.2646,2009,4
"ws2",2009-04-23,0.2037,2009,4
"ws2",2009-05-09,0.2314,2009,5
"ws2",2009-05-25,0.2166,2009,5
"ws2",2009-06-10,0.2577,2009,6
"ws2",2009-06-26,0.2936,2009,6
"ws2",2009-07-12,0.3384,2009,7
"ws2",2009-07-28,0.4776,2009,7
"ws2",2009-08-13,0.2387,2009,8
"ws2",2009-08-29,0.2493,2009,8
"ws2",2009-09-14,0.2679,2009,9
"ws2",2009-09-30,0.287,2009,9
"ws2",2009-10-16,0.3116,2009,10
"ws2",2009-11-01,0.2332,2009,11
"ws2",2009-11-17,0.1895,2009,11
"ws2",2009-12-03,0.3018,2009,12
"ws2",2009-12-19,0.1947,2009,12
"ws2",2010-01-01,0.2037,2010,1
"ws2",2010-01-17,0.2127,2010,1
"ws2",2010-02-02,0.1982,2010,2
"ws2",2010-02-18,0.1946,2010,2
"ws2",2010-03-06,0.2708,2010,3
"ws2",2010-03-22,0.2428,2010,3
"ws2",2010-04-07,0.2335,2010,4
"ws2",2010-04-23,0.2064,2010,4
"ws2",2010-05-09,0.2679,2010,5
"ws2",2010-05-25,0.227,2010,5
"ws2",2010-06-10,0.2535,2010,6
"ws2",2010-06-26,0.2155,2010,6
"ws2",2010-07-12,0.295,2010,7
"ws2",2010-07-28,0.3098,2010,7
"ws2",2010-08-13,0.4196,2010,8
"ws2",2010-08-29,0.2126,2010,8
"ws2",2010-09-14,0.2347,2010,9
"ws2",2010-09-30,0.263,2010,9
"ws2",2010-10-16,0.2192,2010,10
"ws2",2010-11-01,0.2575,2010,11
"ws2",2010-11-17,0.2605,2010,11
"ws2",2010-12-03,0.2053,2010,12
"ws2",2010-12-19,0.1918,2010,12
"ws2",2011-01-01,0.1991,2011,1
"ws2",2011-01-17,0.184,2011,1
"ws2",2011-02-02,0.2048,2011,2
"ws2",2011-02-18,0.2153,2011,2
"ws2",2011-03-06,0.1749,2011,3
"ws2",2011-03-22,0.1922,2011,3
"ws2",2011-04-07,0.3006,2011,4
"ws2",2011-04-23,0.2079,2011,4
"ws2",2011-05-09,0.3002,2011,5
"ws2",2011-05-25,0.3125,2011,5
"ws2",2011-06-10,0.2504,2011,6
"ws2",2011-06-26,0.2827,2011,6
"ws2",2011-07-12,0.3674,2011,7
"ws2",2011-07-28,0.237,2011,7
"ws2",2011-08-13,0.2627,2011,8
"ws2",2011-08-29,0.3593,2011,8
"ws2",2011-09-14,0.2852,2011,9
"ws2",2011-09-30,0.2907,2011,9
"ws2",2011-10-16,0.219,2011,10
"ws2",2011-11-01,0.2401,2011,11
"ws2",2011-11-17,0.2179,2011,11
"ws2",2011-12-03,0.2215,2011,12
"ws2",2011-12-19,0.2057,2011,12
"ws2",2012-01-01,0.1893,2012,1
"ws2",2012-01-17,0.2019,2012,1
"ws2",2012-02-02,0.1865,2012,2
"ws2",2012-02-18,0.2703,2012,2
"ws2",2012-03-05,0.2443,2012,3
"ws2",2012-03-21,0.2386,2012,3
"ws2",2012-04-06,0.2268,2012,4
"ws2",2012-04-22,0.2241,2012,4
"ws2",2012-05-08,0.2346,2012,5
"ws2",2012-05-24,0.3104,2012,5
"ws2",2012-06-09,0.2329,2012,6
"ws2",2012-06-25,0.2224,2012,6
"ws2",2012-07-11,0.1817,2012,7
"ws2",2012-07-27,0.3346,2012,7
"ws2",2012-08-12,0.322,2012,8
"ws2",2012-08-28,0.2428,2012,8
"ws2",2012-09-13,0.41,2012,9
"ws2",2012-09-29,0.2684,2012,9
"ws2",2012-10-15,0.2588,2012,10
"ws2",2012-10-31,0.2042,2012,10
"ws2",2012-11-16,0.2588,2012,11
"ws2",2012-12-02,0.1648,2012,12
"ws2",2012-12-18,0.2047,2012,12
"ws3",2001-01-01,0.8257,2001,1
"ws3",2001-01-17,0.8262,2001,1
"ws3",2001-02-02,0.8315,2001,2
"ws3",2001-02-18,0.769,2001,2
"ws3",2001-03-06,0.7761,2001,3
"ws3",2001-03-22,0.8298,2001,3
"ws3",2001-04-07,0.7527,2001,4
"ws3",2001-04-23,0.7187,2001,4
"ws3",2001-05-09,0.8845,2001,5
"ws3",2001-05-25,0.7341,2001,5
"ws3",2001-06-10,0.3995,2001,6
"ws3",2001-06-26,0.5991,2001,6
"ws3",2001-07-12,0.7248,2001,7
"ws3",2001-07-28,0.8911,2001,7
"ws3",2001-08-13,0.7529,2001,8
"ws3",2001-08-29,0.1137,2001,8
"ws3",2001-09-14,0.856,2001,9
"ws3",2001-09-30,0.8998,2001,9
"ws3",2001-10-16,0.8462,2001,10
"ws3",2001-11-01,0.8027,2001,11
"ws3",2001-11-17,0.8678,2001,11
"ws3",2001-12-03,0.8384,2001,12
"ws3",2001-12-19,0.8273,2001,12
"ws3",2002-01-01,0.825,2002,1
"ws3",2002-01-17,0.8518,2002,1
"ws3",2002-02-02,0.8208,2002,2
"ws3",2002-02-18,0.7928,2002,2
"ws3",2002-03-06,0.8143,2002,3
"ws3",2002-03-22,0.7354,2002,3
"ws3",2002-04-07,0.7129,2002,4
"ws3",2002-04-23,0.776,2002,4
"ws3",2002-05-09,0.768,2002,5
"ws3",2002-05-25,0.8318,2002,5
"ws3",2002-06-10,0.744,2002,6
"ws3",2002-06-26,0.3077,2002,6
"ws3",2002-07-12,0.8522,2002,7
"ws3",2002-07-28,0.8339,2002,7
"ws3",2002-08-13,0.8252,2002,8
"ws3",2002-08-29,0.4776,2002,8
"ws3",2002-09-14,0.86,2002,9
"ws3",2002-09-30,0.6893,2002,9
"ws3",2002-10-16,0.8467,2002,10
"ws3",2002-11-01,0.7901,2002,11
"ws3",2002-11-17,0.8366,2002,11
"ws3",2002-12-03,0.8477,2002,12
"ws3",2002-12-19,0.8384,2002,12
"ws3",2003-01-01,0.856,2003,1
"ws3",2003-01-17,0.7571,2003,1
"ws3",2003-02-02,0.7973,2003,2
"ws3",2003-02-18,0.8148,2003,2
"ws3",2003-03-06,0.8165,2003,3
"ws3",2003-03-22,0.79,2003,3
"ws3",2003-04-07,0.7523,2003,4
"ws3",2003-04-23,0.7585,2003,4
"ws3",2003-05-09,0.7951,2003,5
"ws3",2003-05-25,0.7272,2003,5
"ws3",2003-06-10,0.4133,2003,6
"ws3",2003-06-26,0.7904,2003,6
"ws3",2003-07-12,0.8737,2003,7
"ws3",2003-07-28,0.5181,2003,7
"ws3",2003-08-13,0.3765,2003,8
"ws3",2003-08-29,0.7054,2003,8
"ws3",2003-09-14,0.2736,2003,9
"ws3",2003-09-30,0.3265,2003,9
"ws3",2003-10-16,0.8311,2003,10
"ws3",2003-11-01,0.8612,2003,11
"ws3",2003-11-17,0.8193,2003,11
"ws3",2003-12-03,0.8427,2003,12
"ws3",2003-12-19,0.8355,2003,12
"ws3",2004-01-01,0.8658,2004,1
"ws3",2004-01-17,0.811,2004,1
"ws3",2004-02-02,0.8274,2004,2
"ws3",2004-02-18,0.7768,2004,2
"ws3",2004-03-05,0.7857,2004,3
"ws3",2004-03-21,0.7839,2004,3
"ws3",2004-04-06,0.803,2004,4
"ws3",2004-04-22,0.7662,2004,4
"ws3",2004-05-08,0.837,2004,5
"ws3",2004-05-24,0.2658,2004,5
"ws3",2004-06-09,0.6261,2004,6
"ws3",2004-06-25,0.8097,2004,6
"ws3",2004-07-11,0.5698,2004,7
"ws3",2004-07-27,0.7315,2004,7
"ws3",2004-08-12,0.2691,2004,8
"ws3",2004-08-28,0.2764,2004,8
